Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-11-15,DEN,@,MIN,"W, 123-112",,6,0,2,0.0,0,2,0.0,0,0,,0,1,1,0,0,0,0,0,0,-1.1,-12
2025-11-12,DEN,@,LAC,"W, 130-116",,11,2,5,0.4,0,3,0.0,0,0,,0,1,1,0,0,0,1,0,4,0.6,-16
2025-11-11,DEN,@,SAC,"W, 122-108",,3,0,1,0.0,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-0.4,4
2025-11-08,DEN,,IND,"W, 117-100",,22,5,10,0.5,0,3,0.0,2,3,0.667,0,6,6,2,0,0,0,3,12,8.6,20
2025-11-07,DEN,,GSW,"W, 129-104",,7,0,2,0.0,0,2,0.0,4,4,1.0,0,1,1,0,0,1,0,2,4,2.8,0
