"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 20_level_0', 'Awards')"
2010-11,30,BOS,NBA,PF,1.0,0.0,3.0,,,,,,,,,,,,,
2011-12,31,LAL,NBA,PF,4.0,0.0,15.0,1.0,1.0,1.5,1.5,0.0,1.0,223.0,287.0,308.0,285.0,0.0,443.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,5.0,0.0,18.0,1.0,1.0,1.5,1.5,0.0,1.0,220.0,287.0,308.0,285.0,0.0,443.0,
,,,,,,,,,,,,,,,,,,,,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,4.0,0.0,15.0,1.0,1.0,1.5,1.5,0.0,1.0,223.0,287.0,308.0,285.0,0.0,443.0,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,1.0,0.0,3.0,,,,,,,,,,,,,
