Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2010-11,30,BOS,NBA,PF,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,
2011-12,31,LAL,NBA,PF,4.0,0.0,15.0,2.4,2.4,1.0,2.4,2.4,1.0,0.0,0.0,1.5,0.0,0.0,0.0,7.2,7.2,0.0,0.0,0.0,4.8,0.0,7.2,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,5.0,0.0,18.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.5,0.0,0.0,2.0,6.0,8.0,0.0,0.0,0.0,4.0,0.0,6.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,4.0,0.0,15.0,2.4,2.4,1.0,2.4,2.4,1.0,0.0,0.0,1.5,0.0,0.0,0.0,7.2,7.2,0.0,0.0,0.0,4.8,0.0,7.2,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,
