Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2018-19,24,LAC,NBA,PG,2,0,11,1,4,0.25,0,0,1,4,0.25,0.25,2,3,0.667,0,1,1,3,0,0,1,2,4,0,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,11,1,4,0.25,0,0,1,4,0.25,0.25,2,3,0.667,0,1,1,3,0,0,1,2,4,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,451,41,164,0.25,0,0,41,164,0.25,0.25,82,123,0.667,0,41,41,123,0,0,41,82,164,0,
