Season,Team,Lg,Salary
2016-17,Los Angeles Lakers,NBA,"$5,281,680"
2017-18,Los Angeles Lakers,NBA,"$5,519,400"
2018-19,Los Angeles Lakers,NBA,"$5,757,120"
2019-20,New Orleans Pelicans,NBA,"$7,265,485"
2020-21,New Orleans Pelicans,NBA,"$27,285,000"
2021-22,New Orleans Pelicans,NBA,"$29,467,800"
2022-23,New Orleans Pelicans,NBA,"$31,650,600"
2023-24,New Orleans Pelicans,NBA,"$33,833,400"
2024-25,Toronto Raptors,NBA,"$36,016,200"
Career,(may be incomplete),,"$182,076,685"
