Season,Team,Lg,Salary
2006-07,Boston Celtics,NBA,"$432,000"
2007-08,Boston Celtics,NBA,"$687,456"
2008-09,Boston Celtics,NBA,"$797,581"
2009-10,Cleveland Cavaliers,NBA,"$855,189"
2010-11,Cleveland Cavaliers,NBA,"$915,852"
Career,(may be incomplete),,"$3,688,078"
