Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2006-07,23,BOS,NBA,C,63.0,2.0,720.0,5.7,12.8,0.446,0.0,0.1,0.0,5.7,12.7,0.451,0.446,7.7,10.4,0.736,7.0,8.5,15.6,0.7,1.0,1.6,3.4,7.5,19.1,109.0,106.0,
2007-08,24,BOS,NBA,C,56.0,5.0,809.0,10.0,17.6,0.572,0.0,0.1,0.0,10.0,17.5,0.575,0.572,8.9,12.6,0.71,6.2,8.6,14.8,1.0,1.0,1.0,2.8,8.3,29.0,124.0,100.0,
2008-09,25,BOS,NBA,PF,70.0,7.0,1227.0,7.7,14.6,0.524,0.0,0.0,,7.7,14.6,0.524,0.524,8.0,11.6,0.689,6.3,8.7,14.9,2.0,1.0,1.6,3.3,8.3,23.3,117.0,102.0,
2009-10,26,CLE,NBA,SF,20.0,2.0,236.0,4.7,10.9,0.429,0.0,0.0,,4.7,10.9,0.429,0.429,8.2,14.0,0.587,4.2,9.4,13.6,0.0,1.3,0.4,2.4,8.0,17.6,104.0,104.0,
2010-11,27,2TM,NBA,PF,30.0,3.0,328.0,9.3,18.8,0.496,0.0,0.3,0.0,9.3,18.5,0.504,0.496,6.3,11.4,0.556,3.8,6.2,10.0,1.1,1.6,0.6,1.9,7.0,25.0,107.0,110.0,
2010-11,27,CLE,NBA,PF,14.0,3.0,187.0,8.0,16.3,0.492,0.0,0.0,,8.0,16.3,0.492,0.492,3.3,7.2,0.462,4.4,6.1,10.5,0.6,1.9,0.8,1.4,5.5,19.3,103.0,111.0,
2010-11,27,MEM,NBA,C,16.0,0.0,141.0,11.1,22.2,0.5,0.0,0.7,0.0,11.1,21.5,0.517,0.5,10.4,17.0,0.609,3.0,6.3,9.3,1.9,1.1,0.4,2.6,8.9,32.6,111.0,108.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,239.0,19.0,3320.0,7.8,15.1,0.515,0.0,0.1,0.0,7.8,15.0,0.517,0.515,8.0,11.7,0.682,6.0,8.4,14.4,1.2,1.1,1.3,3.0,8.0,23.5,115.0,103.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS (3 Yrs),BOS (3 Yrs),BOS (3 Yrs),BOS (3 Yrs),,189.0,14.0,2756.0,7.8,15.0,0.523,0.0,0.1,0.0,7.8,15.0,0.525,0.523,8.2,11.6,0.707,6.5,8.6,15.1,1.4,1.0,1.5,3.2,8.1,23.9,117.0,102.0,
CLE (2 Yrs),CLE (2 Yrs),CLE (2 Yrs),CLE (2 Yrs),,34.0,5.0,423.0,6.2,13.3,0.463,0.0,0.0,,6.2,13.3,0.463,0.463,6.0,11.0,0.551,4.3,7.9,12.2,0.2,1.6,0.6,2.0,6.9,18.4,104.0,107.0,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,16.0,0.0,141.0,11.1,22.2,0.5,0.0,0.7,0.0,11.1,21.5,0.517,0.5,10.4,17.0,0.609,3.0,6.3,9.3,1.9,1.1,0.4,2.6,8.9,32.6,111.0,108.0,
