"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 26_level_0', 'Awards')"
2007-08,24,BOS,NBA,C,23.0,1.0,270.0,0.493,2.6,1.0,0.726,0.205,0.068,0.0,0.0,0.493,0.604,0.2,0.2,,0.667,0.123,9.0,0.0,0.0,
2008-09,25,BOS,NBA,PF,2.0,0.0,24.0,0.429,2.8,1.0,0.857,0.0,0.143,0.0,0.0,0.429,0.5,,0.0,,0.333,0.0,0.0,0.0,0.0,
2009-10,26,CLE,NBA,SF,3.0,0.0,9.0,0.25,7.4,1.0,0.5,0.0,0.5,0.0,0.0,0.25,0.5,,0.0,,1.0,0.0,0.0,0.0,0.0,
2010-11,27,MEM,NBA,C,4.0,0.0,14.0,0.25,9.5,1.0,0.375,0.125,0.125,0.375,0.0,0.25,0.333,0.0,0.0,0.333,1.0,0.0,0.0,0.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,32.0,1.0,317.0,0.457,5.6,1.0,0.696,0.174,0.098,0.033,0.0,0.457,0.578,0.188,0.111,0.333,0.667,0.098,9.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,3.0,812.0,0.457,5.6,1.0,0.696,0.174,0.098,0.033,0.0,0.457,0.578,0.188,0.111,0.333,0.667,0.098,23.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS (2 Yrs),BOS (2 Yrs),BOS (2 Yrs),BOS (2 Yrs),,25.0,1.0,294.0,0.488,2.7,1.0,0.738,0.188,0.075,0.0,0.0,0.488,0.593,0.2,0.167,,0.641,0.113,9.0,0.0,0.0,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,4.0,0.0,14.0,0.25,9.5,1.0,0.375,0.125,0.125,0.375,0.0,0.25,0.333,0.0,0.0,0.333,1.0,0.0,0.0,0.0,0.0,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,3.0,0.0,9.0,0.25,7.4,1.0,0.5,0.0,0.5,0.0,0.0,0.25,0.5,,0.0,,1.0,0.0,0.0,0.0,0.0,
