"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 22_level_0', 'Awards')"
2007-08,24,BOS,NBA,C,23.0,1.0,270.0,0.493,0.493,0.493,0.667,0.568,0.904,0.0,108.0,102.0,99.0,88.0,105.0,295.0,0.0,
2008-09,25,BOS,NBA,PF,2.0,0.0,24.0,0.429,0.429,0.429,0.667,0.519,0.857,0.0,93.0,88.0,86.0,86.0,95.0,280.0,0.0,
2009-10,26,CLE,NBA,SF,3.0,0.0,9.0,0.25,0.25,0.25,0.75,0.434,1.0,0.0,54.0,51.0,50.0,99.0,80.0,333.0,0.0,
2010-11,27,MEM,NBA,C,4.0,0.0,14.0,0.25,0.25,0.25,0.75,0.359,0.5,0.0,55.0,51.0,50.0,98.0,66.0,167.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,32.0,1.0,317.0,0.457,0.457,0.457,0.675,0.542,0.87,0.0,99.0,94.0,92.0,89.0,100.0,285.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,
BOS (2 Yrs),BOS (2 Yrs),BOS (2 Yrs),BOS (2 Yrs),,25.0,1.0,294.0,0.488,0.488,0.488,0.667,0.564,0.9,0.0,106.0,101.0,98.0,88.0,104.0,294.0,0.0,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,4.0,0.0,14.0,0.25,0.25,0.25,0.75,0.359,0.5,0.0,55.0,51.0,50.0,98.0,66.0,167.0,0.0,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,3.0,0.0,9.0,0.25,0.25,0.25,0.75,0.434,1.0,0.0,54.0,51.0,50.0,99.0,80.0,333.0,0.0,
