Season,Team,Lg,Salary
2021-22,Detroit Pistons,NBA,"$925,258"
2022-23,Minnesota Timberwolves,NBA,(TW)
2023-24,Minnesota Timberwolves,NBA,"$127,683"
2023-24,Minnesota Timberwolves,NBA,(TW)
2024-25,Minnesota Timberwolves,NBA,"$2,162,606"
Career,(may be incomplete),,"$3,215,547"
