Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2017-18,23.0,PHI,NBA,C,1.0,1.0,20:05,8.0,13.0,0.615,2.0,4.0,0.5,1.0,1.0,1.0,3.0,8.0,1.0,1.0,2.0,0.0,3.0,19.0
2018-19,24.0,PHI,NBA,C,1.0,1.0,23:11,4.0,12.0,0.333,0.0,3.0,0.0,2.0,4.0,0.5,6.0,12.0,1.0,1.0,1.0,1.0,2.0,10.0
2019-20,25.0,PHI,NBA,C,1.0,1.0,29:10,8.0,13.0,0.615,0.0,2.0,0.0,6.0,8.0,0.75,2.0,10.0,1.0,0.0,0.0,2.0,3.0,22.0
2020-21,26.0,PHI,NBA,C,,,,,,,,,,,,,,,,,,,,
2021-22,27.0,PHI,NBA,C,1.0,1.0,30:35,14.0,20.0,0.7,5.0,8.0,0.625,3.0,3.0,1.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,36.0
2022-23,28.0,PHI,NBA,C,1.0,1.0,27:30,14.0,19.0,0.737,4.0,8.0,0.5,0.0,0.0,,1.0,7.0,4.0,1.0,1.0,1.0,2.0,32.0
2023-24,29.0,PHI,NBA,C,,,,,,,,,,,,,,,,,,,,
Career,,,NBA,,5.0,5.0,131,48.0,77.0,,11.0,25.0,,12.0,16.0,,14.0,47.0,11.0,3.0,4.0,4.0,10.0,119.0
