0
2015-16 NBA 3.3 (12th)
2017-18 NBA 3.2 (17th)
2020-21 NBA 3.4 (12th)
2024-25 NBA 3.2 (18th)
2025-26 NBA 4.1 (6th)
Active 2.9 (20th)
