Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2015-16,25.0,GSW,NBA,PF,1.0,0.0,12:08,2.0,6.0,0.333,0.0,1.0,0.0,0.0,0.0,,1.0,5.0,0.0,2.0,0.0,1.0,1.0,4.0
2016-17,26.0,GSW,NBA,PF,1.0,0.0,16:31,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,0.0,7.0,6.0,3.0,0.0,2.0,1.0,2.0
2017-18,27.0,GSW,NBA,PF,1.0,0.0,18:14,0.0,0.0,,0.0,0.0,,3.0,4.0,0.75,3.0,5.0,2.0,1.0,2.0,0.0,0.0,3.0
2021-22,31.0,GSW,NBA,PF,,,,,,,,,,,,,,,,,,,,
Career,,,NBA,,3.0,0.0,47,3.0,8.0,,0.0,1.0,,3.0,4.0,,4.0,17.0,8.0,6.0,2.0,3.0,2.0,9.0
