Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2017-18,19,OKC,NBA,SG,3,0,6,6.0,6.0,1.0,6.0,6.0,1.0,0.0,0.0,,1.5,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,12.0,18.0,
2018-19,20,OKC,NBA,SG,5,5,128,2.5,7.0,0.36,2.0,5.1,0.389,0.6,2.0,0.286,0.5,0.0,0.0,0.6,2.8,3.4,1.7,0.6,0.0,1.4,5.3,7.0,
2019-20,21,OKC,NBA,SF,4,1,42,1.7,9.4,0.182,1.7,8.6,0.2,0.0,0.9,0.0,0.273,0.0,0.0,0.9,2.6,3.4,0.9,0.9,0.0,0.9,2.6,5.1,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,12,6,176,2.5,7.6,0.324,2.0,5.9,0.345,0.4,1.6,0.25,0.459,0.0,0.0,0.8,2.7,3.5,1.6,0.6,0.0,1.2,4.9,7.0,
