"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2003-04,22,PHI,NBA,SF,74,0,882,0,3,72,25,0,-1.5,1.4,25,11,54,3,6,,84,1,16,
2004-05,23,PHI,NBA,SF,82,57,2667,0,1,98,1,0,0.5,4.1,69,23,152,5,14,,387,2,15,6MOY-11
2005-06,24,PHI,NBA,SF,82,43,2563,0,5,75,19,0,-2.3,-1.0,47,29,130,11,19,32,350,4,20,
2006-07,25,PHI,NBA,SF,74,1,2288,0,1,58,41,0,-4.7,-3.5,44,36,92,23,53,21,223,9,31,6MOY-5
2007-08,26,2TM,NBA,PF,75,0,1732,0,57,25,18,0,7.1,3.3,37,19,103,10,22,24,219,7,13,6MOY-4
2007-08,26,PHI,NBA,PF,25,0,657,0,6,46,48,0,-0.3,-0.6,12,9,32,3,8,3,72,3,11,
2007-08,26,UTA,NBA,SG,50,0,1075,0,88,12,0,0,11.6,5.6,25,10,71,7,14,21,147,4,2,
2008-09,27,UTA,NBA,SF,78,2,1874,0,60,36,3,0,4.2,2.6,45,27,95,10,15,33,282,3,16,
2009-10,28,UTA,NBA,SG,52,0,952,0,64,35,1,0,11.0,7.2,27,5,44,4,12,5,189,3,5,
2010-11,29,CHI,NBA,SG,82,0,1649,0,93,7,0,0,8.1,-0.2,40,9,97,4,8,8,265,1,10,
2011-12,30,CHI,NBA,SG,65,7,1469,0,90,10,0,0,10.2,1.1,29,17,61,3,7,5,239,2,7,6MOY-10
2012-13,31,ATL,NBA,SF,74,60,2259,0,22,78,0,0,3.9,8.0,48,14,101,6,10,8,325,3,12,
2013-14,32,ATL,NBA,SG,71,71,2408,0,68,31,0,0,3.0,8.5,59,26,87,9,21,5,467,11,13,
2014-15,33,ATL,NBA,SG,75,75,2418,0,75,25,0,0,11.0,13.7,75,16,82,6,26,6,428,7,12,AS
2015-16,34,ATL,NBA,SG,80,80,2401,0,84,16,0,0,5.5,4.6,59,16,105,10,11,4,373,5,12,
2016-17,35,2TM,NBA,SG,67,22,1753,3,65,29,2,0,-5.9,-8.9,41,17,66,6,10,8,252,3,10,
2016-17,35,ATL,NBA,SG,32,21,894,1,75,24,0,0,-8.0,-8.8,25,11,26,2,7,2,165,3,3,
2016-17,35,CLE,NBA,SG,35,1,859,6,56,34,5,0,-3.7,-9.0,16,6,40,4,3,6,87,0,7,
2017-18,36,CLE,NBA,SG,73,4,1574,7,61,32,1,0,7.4,10.7,28,9,64,10,12,5,196,4,17,
2018-19,37,2TM,NBA,PF,70,0,1334,7,55,25,13,0,3.4,1.3,36,9,45,11,18,9,188,6,18,
2018-19,37,CLE,NBA,PF,16,0,251,0,0,32,68,0,-8.7,1.5,12,2,8,3,3,4,35,1,2,
2018-19,37,UTA,NBA,SG,54,0,1083,8,68,24,0,0,6.3,1.3,24,7,37,8,15,5,153,5,16,
2019-20,38,MIL,NBA,SF,58,1,960,0,19,66,16,0,5.6,-6.1,26,7,41,7,9,8,155,2,5,
,,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,
,,,,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
17 Yrs,17 Yrs,17 Yrs,17 Yrs,,1232,423,31183,1,47,44,8,0,3.5,3.2,735,290,1419,138,273,181,4622,73,232,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,28,2075,1,47,44,8,0,3.5,3.2,49,19,94,9,18,,308,5,15,
,,,,,,,,,,,,,,,,,,,,,,,,
PHI (5 Yrs),PHI (5 Yrs),PHI (5 Yrs),PHI (5 Yrs),,337,101,9057,0,3,75,22,0,-1.9,0.2,197,108,460,45,100,56,1116,19,93,
ATL (5 Yrs),ATL (5 Yrs),ATL (5 Yrs),ATL (5 Yrs),,332,307,10380,0,64,36,0,0,4.7,7.2,266,83,401,33,75,25,1758,29,52,
UTA (4 Yrs),UTA (4 Yrs),UTA (4 Yrs),UTA (4 Yrs),,234,2,4984,2,69,28,1,0,7.5,3.9,121,49,247,29,56,64,771,15,39,
CLE (3 Yrs),CLE (3 Yrs),CLE (3 Yrs),CLE (3 Yrs),,124,5,2684,6,53,32,8,0,2.4,3.6,56,17,112,17,18,15,318,5,26,
CHI (2 Yrs),CHI (2 Yrs),CHI (2 Yrs),CHI (2 Yrs),,147,7,3118,0,91,9,0,0,9.1,0.4,69,26,158,7,15,13,504,3,17,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,58,1,960,0,19,66,16,0,5.6,-6.1,26,7,41,7,9,8,155,2,5,
