Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2020-21,26,NYK,NBA,PG,2.0,2.0,13.0,0.0,13.8,0.0,0.0,0.0,0.0,13.8,0.0,0.0,2.8,5.5,0.5,0.0,0.0,0.0,2.8,2.8,0.0,0.0,2.8,2.8,
2021-22,27,PHO,NBA,PG,2.0,0.0,8.0,9.0,13.5,0.667,0.0,0.0,9.0,13.5,0.667,0.667,0.0,0.0,,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,18.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,4.0,2.0,21.0,3.4,13.7,0.25,0.0,0.0,3.4,13.7,0.25,0.25,1.7,3.4,0.5,0.0,0.0,0.0,6.9,1.7,0.0,0.0,1.7,8.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,2.0,2.0,13.0,0.0,13.8,0.0,0.0,0.0,0.0,13.8,0.0,0.0,2.8,5.5,0.5,0.0,0.0,0.0,2.8,2.8,0.0,0.0,2.8,2.8,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,2.0,0.0,8.0,9.0,13.5,0.667,0.0,0.0,9.0,13.5,0.667,0.667,0.0,0.0,,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,18.0,
