Season,Team,Lg,Salary
2005-06,Boston Celtics,NBA,"$428,762"
2006-07,Boston Celtics,NBA,"$664,209"
2007-08,Minnesota Timberwolves,NBA,"$770,610"
2008-09,Minnesota Timberwolves,NBA,"$3,650,000"
2009-10,Minnesota Timberwolves,NBA,"$3,867,500"
2010-11,Los Angeles Clippers,NBA,"$4,000,000"
2011-12,Los Angeles Clippers,NBA,"$4,000,000"
2012-13,Los Angeles Clippers,NBA,"$4,000,000"
2013-14,Oklahoma City Thunder,NBA,"$1,186,459"
Career,(may be incomplete),,"$22,567,540"
