"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2004-05,18.0,BYU,5,44,0,3,0,0,3,6,2,8,1,0,0,2,2,3,0.0,,0.5,8.8,0.6,1.6,0.2
2005-06,19.0,BYU,29,819,144,276,0,0,106,172,70,199,28,12,27,71,105,394,0.522,,0.616,28.2,13.6,6.9,1.0
2006-07,20.0,BYU,34,977,167,306,0,0,96,195,84,210,40,15,46,56,111,430,0.546,,0.492,28.7,12.6,6.2,1.2
2007-08,21.0,BYU,35,958,202,373,0,0,141,260,75,269,54,15,34,84,82,545,0.542,,0.542,27.4,15.6,7.7,1.5
Career,,,103,2798,513,958,0,0,346,633,231,686,123,42,107,213,300,1372,0.535,,0.547,27.2,13.3,6.7,1.2
