Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2003-04,24,MEM,NBA,PF,3,0,1.7,0.3,0.3,1.0,0.0,0.0,0.3,0.3,1.0,1.0,0.0,0.0,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.7,
1 Yr,1 Yr,1 Yr,1 Yr,,3,0,1.7,0.3,0.3,1.0,0.0,0.0,0.3,0.3,1.0,1.0,0.0,0.0,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.7,
