"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 26_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2003-04,24,MEM,NBA,PG,4.0,0.0,62.0,0.533,12.5,0.8,0.533,0.0,0.067,0.2,0.2,0.667,0.625,,1.0,0.667,0.0,0.375,,0.0,0.0,0.0,1.0,0.0,
2004-05,25,MEM,NBA,PG,4.0,0.0,74.0,0.333,15.8,0.625,0.25,0.083,0.167,0.125,0.375,0.467,0.667,0.5,0.25,0.333,0.111,0.143,1.0,0.0,0.0,0.0,1.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,34,POR,NBA,PG,4.0,0.0,14.0,0.0,29.4,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,12.0,0.0,150.0,0.4,19.2,0.675,0.35,0.05,0.125,0.15,0.325,0.556,0.643,0.5,0.4,0.5,0.077,0.267,1.0,0.0,0.0,0.0,2.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,1025.0,0.4,19.2,0.675,0.35,0.05,0.125,0.15,0.325,0.556,0.643,0.5,0.4,0.5,0.077,0.267,1.0,0.0,0.0,0.0,14.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),,8.0,0.0,136.0,0.41,14.1,0.692,0.359,0.051,0.128,0.154,0.308,0.556,0.643,0.5,0.4,0.5,0.083,0.267,1.0,0.0,0.0,0.0,2.0,0.0,
POR (1 Yr),POR (1 Yr),POR (1 Yr),POR (1 Yr),,4.0,0.0,14.0,0.0,29.4,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,
