Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2008-09,26,HOU,NBA,SF,5.0,0.0,12.0,3.0,9.0,0.333,1.0,2.0,0.5,2.0,7.0,0.286,0.389,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-13,30,NYK,NBA,SF,4.0,0.0,9.0,2.0,4.0,0.5,0.0,2.0,0.0,2.0,2.0,1.0,0.5,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,9.0,0.0,21.0,5.0,13.0,0.385,1.0,4.0,0.25,4.0,9.0,0.444,0.423,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,191.0,46.0,118.0,0.385,9.0,36.0,0.25,36.0,82.0,0.444,0.423,0.0,0.0,18.0,9.0,27.0,0.0,0.0,0.0,9.0,9.0,100.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,5.0,0.0,12.0,3.0,9.0,0.333,1.0,2.0,0.5,2.0,7.0,0.286,0.389,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,4.0,0.0,9.0,2.0,4.0,0.5,0.0,2.0,0.0,2.0,2.0,1.0,0.5,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,
