Season,Team,Lg,Salary
2003-04,Miami Heat,NBA,"$2,636,400"
2004-05,Miami Heat,NBA,"$2,834,160"
2005-06,Miami Heat,NBA,"$3,031,920"
2006-07,Miami Heat,NBA,"$3,841,443"
2007-08,Miami Heat,NBA,"$13,041,250"
2008-09,Miami Heat,NBA,"$14,410,581"
2009-10,Miami Heat,NBA,"$15,779,912"
2010-11,Miami Heat,NBA,"$14,200,000"
2011-12,Miami Heat,NBA,"$15,691,000"
2012-13,Miami Heat,NBA,"$17,182,000"
2013-14,Miami Heat,NBA,"$18,673,000"
2014-15,Miami Heat,NBA,"$15,000,000"
2015-16,Miami Heat,NBA,"$20,000,000"
2016-17,Chicago Bulls,NBA,"$23,200,000"
2017-18,Chicago Bulls,NBA,"$15,550,000"
2017-18,Miami Heat,NBA,"$1,471,382"
2018-19,Miami Heat,NBA,"$2,393,887"
Career,(may be incomplete),,"$198,936,935"
