Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2024-25,23,LAL,NBA,SF,2,0,4,2,5,0.4,1,4,0.25,1,1,1.0,0.5,0,0,2,1,3,0,0,0,0,0,5,0,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,4,2,5,0.4,1,4,0.25,1,1,1.0,0.5,0,0,2,1,3,0,0,0,0,0,5,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,164,82,205,0.4,41,164,0.25,41,41,1.0,0.5,0,0,82,41,123,0,0,0,0,0,205,0,
