Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2024-25,24,GSW,NBA,PF,42,14,686,14.2,0.595,0.653,0.099,5.3,18.3,11.6,12.2,1.1,2.5,10.3,19.6,0.8,0.9,1.7,0.116,0.1,0.0,0.1,0.4,
2025-26,25,GSW,NBA,PF,21,9,336,14.0,0.573,0.681,0.121,5.8,20.9,13.3,11.2,2.0,3.2,12.2,17.5,0.2,0.5,0.7,0.103,-0.5,1.4,0.9,0.2,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,63,23,1022,14.2,0.588,0.662,0.105,5.5,19.1,12.2,11.9,1.4,2.7,10.9,18.9,0.9,1.4,2.4,0.111,-0.1,0.5,0.4,0.6,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,30,1330,14.2,0.588,0.662,0.105,5.5,19.1,12.2,11.9,1.4,2.7,10.9,18.9,1.2,1.9,3.1,0.111,-0.1,0.5,0.4,0.8,
