"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 26_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2018-19,24,BRK,NBA,SF,4.0,0.0,62.0,0.485,4.4,0.97,0.697,0.121,0.121,0.03,0.03,0.469,0.478,0.25,0.75,0.0,1.0,0.933,0.0,0.152,5.0,0.0,0.0,0.0,
2019-20,25,TOR,NBA,PF,5.0,0.0,39.0,0.4,5.5,0.9,0.6,0.2,0.1,0.0,0.1,0.444,0.667,0.0,0.0,,0.0,0.5,,0.1,1.0,0.0,0.0,0.0,
2020-21,26,POR,NBA,PF,5.0,0.0,36.0,0.8,3.4,1.0,0.8,0.0,0.2,0.0,0.0,0.8,0.75,,1.0,,,0.5,,0.2,1.0,,0.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,14.0,0.0,137.0,0.5,4.4,0.958,0.688,0.125,0.125,0.021,0.042,0.5,0.545,0.167,0.667,0.0,0.5,0.783,0.0,0.146,7.0,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,802.0,0.5,4.4,0.958,0.688,0.125,0.125,0.021,0.042,0.5,0.545,0.167,0.667,0.0,0.5,0.783,0.0,0.146,41.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POR (1 Yr),POR (1 Yr),POR (1 Yr),POR (1 Yr),,5.0,0.0,36.0,0.8,3.4,1.0,0.8,0.0,0.2,0.0,0.0,0.8,0.75,,1.0,,,0.5,,0.2,1.0,,0.0,0.0,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,5.0,0.0,39.0,0.4,5.5,0.9,0.6,0.2,0.1,0.0,0.1,0.444,0.667,0.0,0.0,,0.0,0.5,,0.1,1.0,0.0,0.0,0.0,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,4.0,0.0,62.0,0.485,4.4,0.97,0.697,0.121,0.121,0.03,0.03,0.469,0.478,0.25,0.75,0.0,1.0,0.933,0.0,0.152,5.0,0.0,0.0,0.0,
