Season,Team,Lg,Salary
2015-16,Brooklyn Nets,NBA,"$1,335,480"
2016-17,Brooklyn Nets,NBA,"$1,395,600"
2017-18,Brooklyn Nets,NBA,"$1,471,382"
2018-19,Brooklyn Nets,NBA,"$2,470,357"
2019-20,Toronto Raptors,NBA,"$2,500,000"
2020-21,Portland Trail Blazers,NBA,"$432,891"
Career,(may be incomplete),,"$9,605,710"
