Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2020-21,19,GSW,NBA,C,39,27,836,10.7,20.7,.519,0.7,2.1,.316,10.1,18.5,.542,.535,3.0,4.8,.628,3.1,9.6,12.7,1.5,0.6,2.0,3.4,6.8,25.2,100,109,
2021-22,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2022-23,21,2TM,NBA,C,45,22,867,10.5,18.8,.558,0.2,1.1,.200,10.3,17.7,.580,.563,3.8,5.4,.701,4.0,10.8,14.8,1.7,0.4,1.5,2.8,6.0,25.0,112,116,
2022-23,21,GSW,NBA,C,21,0,262,10.6,16.9,.628,0.2,0.4,.500,10.5,16.6,.630,.633,4.7,6.9,.684,3.2,9.9,13.2,2.5,0.5,1.3,2.5,7.0,26.1,123,114,
2022-23,21,DET,NBA,C,24,22,605,10.4,19.6,.531,0.2,1.4,.167,10.2,18.2,.559,.537,3.4,4.7,.712,4.4,11.1,15.5,1.3,0.3,1.6,3.0,5.5,24.4,108,118,
2023-24,22,DET,NBA,C,63,6,1091,8.2,13.4,.613,0.0,0.1,.000,8.2,13.4,.617,.613,3.2,4.5,.706,4.9,10.0,14.8,2.4,0.5,1.7,2.9,6.2,19.7,119,118,
2024-25,23,IND,NBA,C,1,0,5,19.2,38.4,.500,0.0,9.6,.000,19.2,28.8,.667,.500,19.2,19.2,1.000,0.0,9.6,9.6,0.0,0.0,0.0,0.0,0.0,57.7,127,118,
2025-26,24,IND,NBA,C,1,1,20,4.8,7.1,.667,0.0,0.0,,4.8,7.1,.667,.667,0.0,0.0,,9.5,0.0,9.5,0.0,0.0,2.4,7.1,4.8,9.5,86,123,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,149,56,2819,9.7,17.3,.560,0.3,1.0,.262,9.4,16.2,.579,.568,3.3,4.9,.683,4.1,10.0,14.1,1.9,0.5,1.7,3.0,6.3,22.9,110,115,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),,87,28,1696,9.0,15.6,.576,0.1,0.6,.150,8.9,15.1,.592,.579,3.2,4.6,.708,4.7,10.4,15.1,2.0,0.5,1.7,2.9,6.0,21.4,114,118,
GSW (2 Yrs),GSW (2 Yrs),GSW (2 Yrs),GSW (2 Yrs),,60,27,1098,10.7,19.8,.541,0.6,1.7,.325,10.2,18.1,.562,.555,3.4,5.3,.645,3.1,9.7,12.8,1.7,0.6,1.8,3.2,6.9,25.4,104,110,
IND (2 Yrs),IND (2 Yrs),IND (2 Yrs),IND (2 Yrs),,2,1,25,7.6,13.3,.571,0.0,1.9,.000,7.6,11.4,.667,.571,3.8,3.8,1.000,7.6,1.9,9.5,0.0,0.0,1.9,5.7,3.8,19.1,101,122,
