Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2016-17,23,CHI,NBA,SG,4,0,22,2,6,0.333,1,4,0.25,1,2,0.5,0.417,0,0,0,8,8,2,0,1,2,1,5,0,
1 Yr,1 Yr,1 Yr,1 Yr,,4,0,22,2,6,0.333,1,4,0.25,1,2,0.5,0.417,0,0,0,8,8,2,0,1,2,1,5,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,451,41,123,0.333,21,82,0.25,21,41,0.5,0.417,0,0,0,164,164,41,0,21,41,21,103,0,
