"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2020-21,22.0,MIL,NBA,36:16,14.0,23.0,4.0,10.0,10.0,15.0,3.0,6.0,4.0,10.0,14.0,2.0,3.0,2.0,3.0,3.0,34.0,26.7
2021-22,23.0,MIL,NBA,44:10,11.0,23.0,5.0,9.0,7.0,15.0,7.0,7.0,4.0,9.0,13.0,4.0,3.0,2.0,5.0,5.0,28.0,22.0
2022-23,24.0,TOT,NBA,35:53,12.0,17.0,5.0,9.0,8.0,10.0,5.0,6.0,3.0,8.0,10.0,6.0,2.0,1.0,4.0,4.0,33.0,26.7
2022-23,24.0,MIL,NBA,31:55,7.0,13.0,5.0,9.0,5.0,9.0,4.0,6.0,3.0,6.0,7.0,5.0,2.0,1.0,4.0,4.0,21.0,15.9
2022-23,24.0,IND,NBA,35:53,12.0,17.0,4.0,8.0,8.0,10.0,5.0,6.0,3.0,8.0,10.0,6.0,2.0,1.0,4.0,4.0,33.0,26.7
2023-24,25.0,TOT,NBA,30:50,8.0,18.0,4.0,7.0,6.0,11.0,7.0,8.0,3.0,10.0,13.0,6.0,3.0,2.0,5.0,4.0,24.0,21.7
2023-24,25.0,IND,NBA,23:11,8.0,11.0,2.0,5.0,6.0,6.0,2.0,2.0,3.0,5.0,5.0,3.0,3.0,1.0,3.0,3.0,19.0,18.3
2023-24,25.0,TOR,NBA,30:50,8.0,18.0,4.0,7.0,6.0,11.0,7.0,8.0,3.0,10.0,13.0,6.0,3.0,2.0,5.0,4.0,24.0,21.7
Career,,,,44:10,14.0,23.0,5.0,10.0,10.0,15.0,7.0,8.0,4.0,10.0,14.0,6.0,3.0,2.0,5.0,5.0,34.0,26.7
,,,,,,,,,,,,,,,,,,,,,,
3 Seasons,,MIL,NBA,44:10,14.0,23.0,5.0,10.0,10.0,15.0,7.0,7.0,4.0,10.0,14.0,5.0,3.0,2.0,5.0,5.0,34.0,26.7
2 Seasons,,IND,NBA,35:53,12.0,17.0,4.0,8.0,8.0,10.0,5.0,6.0,3.0,8.0,10.0,6.0,3.0,1.0,4.0,4.0,33.0,26.7
1 Season,,TOR,NBA,30:50,8.0,18.0,4.0,7.0,6.0,11.0,7.0,8.0,3.0,10.0,13.0,6.0,3.0,2.0,5.0,4.0,24.0,21.7
