Season,Team,Lg,Salary
2014-15,Minnesota Timberwolves,NBA,"$2,055,840"
2015-16,Minnesota Timberwolves,NBA,"$2,148,360"
2016-17,Minnesota Timberwolves,NBA,"$2,240,880"
2017-18,Chicago Bulls,NBA,"$3,202,217"
2018-19,Chicago Bulls,NBA,"$19,500,000"
2019-20,Chicago Bulls,NBA,"$19,500,000"
2020-21,Chicago Bulls,NBA,"$19,500,000"
2021-22,Chicago Bulls,NBA,"$19,500,000"
2022-23,Chicago Bulls,NBA,"$37,096,500"
2023-24,Chicago Bulls,NBA,"$40,064,220"
2024-25,Sacramento Kings,NBA,"$44,531,940"
Career,(may be incomplete),,"$209,339,957"
