Season,Team,Lg,Salary
2012-13,Miami Heat,NBA,"$275,805"
2012-13,Boston Celtics,NBA,"$33,431"
2013-14,Miami Heat,NBA,"$788,872"
2014-15,Philadelphia 76ers,NBA,"$75,000"
Career,(may be incomplete),,"$1,173,108"
