draft_year ,player_slug ,player_name              ,Season  ,Age  ,College    ,G   ,MP     ,Totals_FG ,Totals_FGA ,Totals_3P ,Totals_3PA ,Totals_FT ,Totals_FTA ,Totals_ORB ,Totals_TRB ,Totals_AST ,Totals_STL ,Totals_BLK ,Totals_TOV ,Totals_PF ,Totals_PTS ,Shooting_FG% ,Shooting_3P% ,Shooting_FT% ,Per Game_MP ,Per Game_PTS ,Per Game_TRB ,Per Game_AST
      2006 ,brownsh01   ,Shannon Brown            ,2003-04 ,18.0 ,MICHIGANST , 30 , 687.0 ,       88 ,       195 ,       15 ,        44 ,       46 ,        57 ,      24.0 ,        75 ,        38 ,      33.0 ,       1.0 ,      52.0 ,     54.0 ,       237 ,       0.451 ,       0.341 ,       0.807 ,       22.9 ,         7.9 ,         2.5 ,         1.3
      2006 ,brownsh01   ,Shannon Brown            ,2004-05 ,19.0 ,MICHIGANST , 33 , 829.0 ,      126 ,       282 ,       31 ,        94 ,       78 ,        92 ,      37.0 ,       104 ,        57 ,      41.0 ,       5.0 ,      60.0 ,     52.0 ,       361 ,       0.447 ,       0.33  ,       0.848 ,       25.1 ,        10.9 ,         3.2 ,         1.7
      2006 ,brownsh01   ,Shannon Brown            ,2005-06 ,20.0 ,MICHIGANST , 34 ,1196.0 ,      202 ,       433 ,       64 ,       164 ,      117 ,       141 ,      38.0 ,       150 ,        93 ,      50.0 ,       5.0 ,      85.0 ,     78.0 ,       585 ,       0.467 ,       0.39  ,       0.83  ,       35.2 ,        17.2 ,         4.4 ,         2.7
      2006 ,brownsh01   ,Shannon Brown            ,Career  ,     ,           , 97 ,2712.0 ,      416 ,       910 ,      110 ,       302 ,      241 ,       290 ,      99.0 ,       329 ,       188 ,     124.0 ,      11.0 ,     197.0 ,    184.0 ,      1183 ,       0.457 ,       0.364 ,       0.831 ,       28.0 ,        12.2 ,         3.4 ,         1.9
      2006 ,farmajo01   ,Jordan Farmar            ,2004-05 ,18.0 ,UCLA       , 29 , 997.0 ,      120 ,       292 ,       34 ,       102 ,      109 ,       136 ,      18.0 ,       101 ,       153 ,      41.0 ,       3.0 ,     113.0 ,     77.0 ,       383 ,       0.411 ,       0.333 ,       0.801 ,       34.4 ,        13.2 ,         3.5 ,         5.3
      2006 ,farmajo01   ,Jordan Farmar            ,2005-06 ,19.0 ,UCLA       , 37 ,1125.0 ,      172 ,       420 ,       63 ,       189 ,       91 ,       127 ,      21.0 ,        95 ,       189 ,      41.0 ,       9.0 ,     135.0 ,     63.0 ,       498 ,       0.41  ,       0.333 ,       0.717 ,       30.4 ,        13.5 ,         2.6 ,         5.1
      2006 ,farmajo01   ,Jordan Farmar            ,Career  ,     ,           , 66 ,2122.0 ,      292 ,       712 ,       97 ,       291 ,      200 ,       263 ,      39.0 ,       196 ,       342 ,      82.0 ,      12.0 ,     248.0 ,    140.0 ,       881 ,       0.41  ,       0.333 ,       0.76  ,       32.2 ,        13.3 ,         3.0 ,         5.2
      2006 ,agerma01    ,Maurice Ager             ,2002-03 ,18.0 ,MICHIGANST , 27 , 463.0 ,       60 ,       150 ,       29 ,        73 ,       31 ,        40 ,      11.0 ,        61 ,        17 ,       5.0 ,      12.0 ,      24.0 ,     47.0 ,       180 ,       0.4   ,       0.397 ,       0.775 ,       17.1 ,         6.7 ,         2.3 ,         0.6
      2006 ,agerma01    ,Maurice Ager             ,2003-04 ,19.0 ,MICHIGANST , 30 , 676.0 ,       87 ,       225 ,       37 ,       106 ,       43 ,        61 ,      27.0 ,        96 ,        20 ,      12.0 ,       8.0 ,      38.0 ,     59.0 ,       254 ,       0.387 ,       0.349 ,       0.705 ,       22.5 ,         8.5 ,         3.2 ,         0.7
      2006 ,agerma01    ,Maurice Ager             ,2004-05 ,20.0 ,MICHIGANST , 33 , 867.0 ,      150 ,       315 ,       53 ,       132 ,      111 ,       135 ,      37.0 ,       128 ,        60 ,      22.0 ,       8.0 ,      61.0 ,     53.0 ,       464 ,       0.476 ,       0.402 ,       0.822 ,       26.3 ,        14.1 ,         3.9 ,         1.8
      2006 ,agerma01    ,Maurice Ager             ,2005-06 ,21.0 ,MICHIGANST , 34 ,1170.0 ,      226 ,       495 ,       83 ,       221 ,      121 ,       159 ,      24.0 ,       139 ,        84 ,      23.0 ,      11.0 ,      87.0 ,     81.0 ,       656 ,       0.457 ,       0.376 ,       0.761 ,       34.4 ,        19.3 ,         4.1 ,         2.5
      2006 ,agerma01    ,Maurice Ager             ,Career  ,     ,           ,124 ,3176.0 ,      523 ,      1185 ,      202 ,       532 ,      306 ,       395 ,      99.0 ,       424 ,       181 ,      62.0 ,      39.0 ,     210.0 ,    240.0 ,      1554 ,       0.441 ,       0.38  ,       0.775 ,       25.6 ,        12.5 ,         3.4 ,         1.5
      2006 ,collima01   ,Mardy Collins            ,2002-03 ,18.0 ,TEMPLE     , 34 ,1205.0 ,      153 ,       414 ,       45 ,       151 ,       56 ,        83 ,      27.0 ,        99 ,        87 ,      65.0 ,       8.0 ,      66.0 ,     86.0 ,       407 ,       0.37  ,       0.298 ,       0.675 ,       35.4 ,        12.0 ,         2.9 ,         2.6
      2006 ,collima01   ,Mardy Collins            ,2003-04 ,19.0 ,TEMPLE     , 29 ,1137.0 ,      171 ,       454 ,       47 ,       162 ,       61 ,       102 ,      24.0 ,       143 ,        75 ,      51.0 ,       4.0 ,      49.0 ,     60.0 ,       450 ,       0.377 ,       0.29  ,       0.598 ,       39.2 ,        15.5 ,         4.9 ,         2.6
      2006 ,collima01   ,Mardy Collins            ,2004-05 ,20.0 ,TEMPLE     , 30 ,1129.0 ,      192 ,       462 ,       48 ,       174 ,       94 ,       146 ,      58.0 ,       177 ,       109 ,      85.0 ,      11.0 ,      75.0 ,     68.0 ,       526 ,       0.416 ,       0.276 ,       0.644 ,       37.6 ,        17.5 ,         5.9 ,         3.6
      2006 ,collima01   ,Mardy Collins            ,2005-06 ,21.0 ,TEMPLE     , 32 ,1212.0 ,      202 ,       468 ,       42 ,       137 ,       90 ,       151 ,      46.0 ,       150 ,       127 ,      89.0 ,       6.0 ,      65.0 ,     71.0 ,       536 ,       0.432 ,       0.307 ,       0.596 ,       37.9 ,        16.8 ,         4.7 ,         4.0
      2006 ,collima01   ,Mardy Collins            ,Career  ,     ,           ,125 ,4683.0 ,      718 ,      1798 ,      182 ,       624 ,      301 ,       482 ,     155.0 ,       569 ,       398 ,     290.0 ,      29.0 ,     255.0 ,    285.0 ,      1919 ,       0.399 ,       0.292 ,       0.624 ,       37.5 ,        15.4 ,         4.6 ,         3.2
      2006 ,whiteja02   ,James White              ,2001-02 ,19.0 ,FLORIDA    , 30 , 615.0 ,       71 ,       169 ,       20 ,        69 ,       20 ,        40 ,      26.0 ,        86 ,        51 ,      27.0 ,      17.0 ,      48.0 ,     61.0 ,       182 ,       0.42  ,       0.29  ,       0.5   ,       20.5 ,         6.1 ,         2.9 ,         1.7
      2006 ,whiteja02   ,James White              ,2003-04 ,21.0 ,CINCY      , 27 , 677.0 ,       71 ,       185 ,       15 ,        63 ,       57 ,        71 ,      26.0 ,       109 ,        96 ,      24.0 ,      18.0 ,      57.0 ,     55.0 ,       214 ,       0.384 ,       0.238 ,       0.803 ,       25.1 ,         7.9 ,         4.0 ,         3.6
      2006 ,whiteja02   ,James White              ,2004-05 ,22.0 ,CINCY      , 33 , 940.0 ,      109 ,       246 ,       36 ,        94 ,       83 ,       104 ,      35.0 ,       158 ,       102 ,      30.0 ,      12.0 ,      66.0 ,     71.0 ,       337 ,       0.443 ,       0.383 ,       0.798 ,       28.5 ,        10.2 ,         4.8 ,         3.1
      2006 ,whiteja02   ,James White              ,2005-06 ,23.0 ,CINCY      , 33 ,1104.0 ,      177 ,       363 ,       49 ,       131 ,      134 ,       160 ,      42.0 ,       167 ,        67 ,      36.0 ,      28.0 ,      77.0 ,     89.0 ,       537 ,       0.488 ,       0.374 ,       0.838 ,       33.5 ,        16.3 ,         5.1 ,         2.0
      2006 ,whiteja02   ,James White              ,Career  ,     ,           ,123 ,3336.0 ,      428 ,       963 ,      120 ,       357 ,      294 ,       375 ,     129.0 ,       520 ,       316 ,     117.0 ,      75.0 ,     248.0 ,    276.0 ,      1270 ,       0.444 ,       0.336 ,       0.784 ,       27.1 ,        10.3 ,         4.2 ,         2.6
      2006 ,novakst01   ,Steve Novak              ,2002-03 ,19.0 ,MARQUETTE  , 33 , 512.0 ,       67 ,       133 ,       55 ,       109 ,       31 ,        33 ,      18.0 ,        71 ,        17 ,       7.0 ,       0.0 ,      18.0 ,     54.0 ,       220 ,       0.504 ,       0.505 ,       0.939 ,       15.5 ,         6.7 ,         2.2 ,         0.5
      2006 ,novakst01   ,Steve Novak              ,2003-04 ,20.0 ,MARQUETTE  , 31 , 916.0 ,      118 ,       290 ,       89 ,       207 ,       62 ,        68 ,      34.0 ,       143 ,        39 ,      23.0 ,       3.0 ,      44.0 ,     60.0 ,       387 ,       0.407 ,       0.43  ,       0.912 ,       29.5 ,        12.5 ,         4.6 ,         1.3
      2006 ,novakst01   ,Steve Novak              ,2004-05 ,21.0 ,MARQUETTE  , 31 , 926.0 ,      127 ,       278 ,       89 ,       193 ,       76 ,        84 ,      35.0 ,       127 ,        28 ,      16.0 ,       2.0 ,      41.0 ,     75.0 ,       419 ,       0.457 ,       0.461 ,       0.905 ,       29.9 ,        13.5 ,         4.1 ,         0.9
      2006 ,novakst01   ,Steve Novak              ,2005-06 ,22.0 ,MARQUETTE  , 31 ,1047.0 ,      173 ,       363 ,      121 ,       259 ,       74 ,        76 ,      34.0 ,       183 ,        39 ,      18.0 ,       4.0 ,      32.0 ,     64.0 ,       541 ,       0.477 ,       0.467 ,       0.974 ,       33.8 ,        17.5 ,         5.9 ,         1.3
      2006 ,novakst01   ,Steve Novak              ,Career  ,     ,           ,126 ,3401.0 ,      485 ,      1064 ,      354 ,       768 ,      243 ,       261 ,     121.0 ,       524 ,       123 ,      64.0 ,       9.0 ,     135.0 ,    253.0 ,      1567 ,       0.456 ,       0.461 ,       0.931 ,       27.0 ,        12.4 ,         4.2 ,         1.0
      2006 ,jonesso01   ,Solomon Jones            ,2004-05 ,20.0 ,SFLORIDA   , 30 , 782.0 ,       77 ,       141 ,        0 ,         0 ,       44 ,        80 ,      61.0 ,       185 ,        22 ,      13.0 ,      64.0 ,      60.0 ,    101.0 ,       198 ,       0.546 ,             ,       0.55  ,       26.1 ,         6.6 ,         6.2 ,         0.7
      2006 ,jonesso01   ,Solomon Jones            ,2005-06 ,21.0 ,SFLORIDA   , 29 ,1056.0 ,      139 ,       287 ,        0 ,         2 ,      105 ,       135 ,      93.0 ,       285 ,        39 ,      25.0 ,      89.0 ,     101.0 ,     99.0 ,       383 ,       0.484 ,       0.0   ,       0.778 ,       36.4 ,        13.2 ,         9.8 ,         1.3
      2006 ,jonesso01   ,Solomon Jones            ,Career  ,     ,           , 59 ,1838.0 ,      216 ,       428 ,        0 ,         2 ,      149 ,       215 ,     154.0 ,       470 ,        61 ,      38.0 ,     153.0 ,     161.0 ,    200.0 ,       581 ,       0.505 ,       0.0   ,       0.693 ,       31.2 ,         9.8 ,         8.0 ,         1.0
      2006 ,davispa01   ,Paul Davis               ,2002-03 ,18.0 ,MICHIGANST , 35 , 623.0 ,       88 ,       201 ,        1 ,         6 ,       97 ,       147 ,      40.0 ,       165 ,        15 ,      33.0 ,      19.0 ,      51.0 ,     75.0 ,       274 ,       0.438 ,       0.167 ,       0.66  ,       17.8 ,         7.8 ,         4.7 ,         0.4
      2006 ,davispa01   ,Paul Davis               ,2003-04 ,19.0 ,MICHIGANST , 30 , 847.0 ,      163 ,       287 ,        5 ,        15 ,      143 ,       179 ,      62.0 ,       187 ,        59 ,      44.0 ,      19.0 ,      74.0 ,     87.0 ,       474 ,       0.568 ,       0.333 ,       0.799 ,       28.2 ,        15.8 ,         6.2 ,         2.0
      2006 ,davispa01   ,Paul Davis               ,2004-05 ,20.0 ,MICHIGANST , 32 , 861.0 ,      157 ,       290 ,        1 ,         8 ,       77 ,       115 ,      88.0 ,       257 ,        50 ,      35.0 ,      20.0 ,      64.0 ,     79.0 ,       392 ,       0.541 ,       0.125 ,       0.67  ,       26.9 ,        12.3 ,         8.0 ,         1.6
      2006 ,davispa01   ,Paul Davis               ,2005-06 ,21.0 ,MICHIGANST , 33 ,1018.0 ,      206 ,       364 ,        6 ,        19 ,      160 ,       184 ,      87.0 ,       301 ,        54 ,      34.0 ,      29.0 ,      81.0 ,    103.0 ,       578 ,       0.566 ,       0.316 ,       0.87  ,       30.8 ,        17.5 ,         9.1 ,         1.6
      2006 ,davispa01   ,Paul Davis               ,Career  ,     ,           ,130 ,3349.0 ,      614 ,      1142 ,       13 ,        48 ,      477 ,       625 ,     277.0 ,       910 ,       178 ,     146.0 ,      87.0 ,     270.0 ,    344.0 ,      1718 ,       0.538 ,       0.271 ,       0.763 ,       25.8 ,        13.2 ,         7.0 ,         1.4
      2006 ,tuckepj01   ,P.J. Tucker              ,2003-04 ,18.0 ,TEXAS      , 33 , 742.0 ,      133 ,       243 ,        0 ,         0 ,       76 ,       117 ,     105.0 ,       225 ,        27 ,      29.0 ,       6.0 ,      39.0 ,     72.0 ,       342 ,       0.547 ,             ,       0.65  ,       22.5 ,        10.4 ,         6.8 ,         0.8
      2006 ,tuckepj01   ,P.J. Tucker              ,2004-05 ,19.0 ,TEXAS      , 17 , 500.0 ,       80 ,       152 ,        0 ,         1 ,       73 ,       102 ,      57.0 ,       136 ,        37 ,      21.0 ,       4.0 ,      37.0 ,     41.0 ,       233 ,       0.526 ,       0.0   ,       0.716 ,       29.4 ,        13.7 ,         8.0 ,         2.2
      2006 ,tuckepj01   ,P.J. Tucker              ,2005-06 ,20.0 ,TEXAS      , 37 ,1276.0 ,      225 ,       437 ,        2 ,         3 ,      142 ,       190 ,     105.0 ,       353 ,       106 ,      66.0 ,      13.0 ,     115.0 ,    105.0 ,       594 ,       0.515 ,       0.667 ,       0.747 ,       34.5 ,        16.1 ,         9.5 ,         2.9
      2006 ,tuckepj01   ,P.J. Tucker              ,Career  ,     ,           , 87 ,2518.0 ,      438 ,       832 ,        2 ,         4 ,      291 ,       409 ,     267.0 ,       714 ,       170 ,     116.0 ,      23.0 ,     191.0 ,    218.0 ,      1169 ,       0.526 ,       0.5   ,       0.711 ,       28.9 ,        13.4 ,         8.2 ,         2.0
      2006 ,smithcr01   ,Craig Smith              ,2002-03 ,19.0 ,BOSTONCOLL , 31 , 989.0 ,      241 ,       400 ,        3 ,        15 ,      132 ,       194 ,     100.0 ,       246 ,        41 ,      27.0 ,      28.0 ,      74.0 ,    106.0 ,       617 ,       0.603 ,       0.2   ,       0.68  ,       31.9 ,        19.9 ,         7.9 ,         1.3
      2006 ,smithcr01   ,Craig Smith              ,2003-04 ,20.0 ,BOSTONCOLL , 34 ,1117.0 ,      235 ,       425 ,        7 ,        19 ,       99 ,       173 ,      83.0 ,       283 ,        46 ,      51.0 ,      30.0 ,      65.0 ,     93.0 ,       576 ,       0.553 ,       0.368 ,       0.572 ,       32.9 ,        16.9 ,         8.3 ,         1.4
      2006 ,smithcr01   ,Craig Smith              ,2004-05 ,21.0 ,BOSTONCOLL , 29 ,1004.0 ,      202 ,       401 ,        5 ,        21 ,      114 ,       170 ,      94.0 ,       246 ,        49 ,      45.0 ,      13.0 ,      65.0 ,     68.0 ,       523 ,       0.504 ,       0.238 ,       0.671 ,       34.6 ,        18.0 ,         8.5 ,         1.7
      2006 ,smithcr01   ,Craig Smith              ,2005-06 ,22.0 ,BOSTONCOLL , 36 ,1305.0 ,      243 ,       424 ,        1 ,        12 ,      146 ,       227 ,     112.0 ,       339 ,       109 ,      44.0 ,      29.0 ,      89.0 ,    107.0 ,       633 ,       0.573 ,       0.083 ,       0.643 ,       36.3 ,        17.6 ,         9.4 ,         3.0
      2006 ,smithcr01   ,Craig Smith              ,Career  ,     ,           ,130 ,4415.0 ,      921 ,      1650 ,       16 ,        67 ,      491 ,       764 ,     389.0 ,      1114 ,       245 ,     167.0 ,     100.0 ,     293.0 ,    374.0 ,      2349 ,       0.558 ,       0.239 ,       0.643 ,       34.0 ,        18.1 ,         8.6 ,         1.9
      2006 ,jonesbo02   ,Bobby Jones              ,2002-03 ,19.0 ,WASHINGTON , 27 , 514.0 ,       48 ,       119 ,        4 ,        20 ,       53 ,        69 ,      43.0 ,       111 ,        28 ,      21.0 ,      12.0 ,      23.0 ,    100.0 ,       153 ,       0.403 ,       0.2   ,       0.768 ,       19.0 ,         5.7 ,         4.1 ,         1.0
      2006 ,jonesbo02   ,Bobby Jones              ,2003-04 ,20.0 ,WASHINGTON , 31 , 760.0 ,      130 ,       228 ,        1 ,         8 ,       87 ,       131 ,      60.0 ,       153 ,        25 ,      37.0 ,      17.0 ,      34.0 ,    117.0 ,       348 ,       0.57  ,       0.125 ,       0.664 ,       24.5 ,        11.2 ,         4.9 ,         0.8
      2006 ,jonesbo02   ,Bobby Jones              ,2004-05 ,21.0 ,WASHINGTON , 34 , 865.0 ,      133 ,       261 ,       31 ,        61 ,       85 ,       125 ,      84.0 ,       190 ,        57 ,      36.0 ,      13.0 ,      45.0 ,    118.0 ,       382 ,       0.51  ,       0.508 ,       0.68  ,       25.4 ,        11.2 ,         5.6 ,         1.7
      2006 ,jonesbo02   ,Bobby Jones              ,2005-06 ,22.0 ,WASHINGTON , 33 , 874.0 ,      113 ,       239 ,       29 ,        88 ,       88 ,       118 ,      69.0 ,       163 ,        43 ,      40.0 ,      17.0 ,      66.0 ,    104.0 ,       343 ,       0.473 ,       0.33  ,       0.746 ,       26.5 ,        10.4 ,         4.9 ,         1.3
      2006 ,jonesbo02   ,Bobby Jones              ,Career  ,     ,           ,125 ,3013.0 ,      424 ,       847 ,       65 ,       177 ,      313 ,       443 ,     256.0 ,       617 ,       153 ,     134.0 ,      59.0 ,     168.0 ,    439.0 ,      1226 ,       0.501 ,       0.367 ,       0.707 ,       24.1 ,         9.8 ,         4.9 ,         1.2
      2006 ,noelda01    ,David Noel               ,2002-03 ,18.0 ,UNC        , 35 , 766.0 ,       84 ,       166 ,       16 ,        57 ,       23 ,        43 ,      42.0 ,       123 ,        49 ,      45.0 ,      18.0 ,      50.0 ,     61.0 ,       207 ,       0.506 ,       0.281 ,       0.535 ,       21.9 ,         5.9 ,         3.5 ,         1.4
      2006 ,noelda01    ,David Noel               ,2003-04 ,19.0 ,UNC        , 24 , 510.0 ,       50 ,        89 ,        2 ,        12 ,       28 ,        45 ,      55.0 ,       117 ,        35 ,      24.0 ,       8.0 ,      41.0 ,     55.0 ,       130 ,       0.562 ,       0.167 ,       0.622 ,       21.3 ,         5.4 ,         4.9 ,         1.5
      2006 ,noelda01    ,David Noel               ,2004-05 ,20.0 ,UNC        , 37 , 627.0 ,       57 ,       104 ,        7 ,        20 ,       22 ,        41 ,      36.0 ,        98 ,        56 ,      34.0 ,      11.0 ,      33.0 ,     54.0 ,       143 ,       0.548 ,       0.35  ,       0.537 ,       16.9 ,         3.9 ,         2.6 ,         1.5
      2006 ,noelda01    ,David Noel               ,2005-06 ,21.0 ,UNC        , 31 ,1045.0 ,      158 ,       297 ,       39 ,        92 ,       45 ,        72 ,      76.0 ,       211 ,       107 ,      34.0 ,      23.0 ,      95.0 ,     84.0 ,       400 ,       0.532 ,       0.424 ,       0.625 ,       33.7 ,        12.9 ,         6.8 ,         3.5
      2006 ,noelda01    ,David Noel               ,Career  ,     ,           ,127 ,2948.0 ,      349 ,       656 ,       64 ,       181 ,      118 ,       201 ,     209.0 ,       549 ,       247 ,     137.0 ,      60.0 ,     219.0 ,    254.0 ,       880 ,       0.532 ,       0.354 ,       0.587 ,       23.2 ,         6.9 ,         4.3 ,         1.9
      2006 ,brownde05   ,Denham Brown             ,2002-03 ,20.0 ,UCONN      , 33 , 712.0 ,      100 ,       221 ,       30 ,        72 ,       24 ,        41 ,      35.0 ,       112 ,        36 ,      23.0 ,       5.0 ,      51.0 ,     49.0 ,       254 ,       0.452 ,       0.417 ,       0.585 ,       21.6 ,         7.7 ,         3.4 ,         1.1
      2006 ,brownde05   ,Denham Brown             ,2003-04 ,21.0 ,UCONN      , 39 , 975.0 ,      130 ,       297 ,       36 ,        92 ,       51 ,        70 ,      37.0 ,       153 ,        48 ,      21.0 ,       3.0 ,      58.0 ,     55.0 ,       347 ,       0.438 ,       0.391 ,       0.729 ,       25.0 ,         8.9 ,         3.9 ,         1.2
      2006 ,brownde05   ,Denham Brown             ,2004-05 ,22.0 ,UCONN      , 31 , 815.0 ,      112 ,       263 ,       31 ,       103 ,       68 ,        84 ,      28.0 ,       124 ,        47 ,      25.0 ,       7.0 ,      44.0 ,     40.0 ,       323 ,       0.426 ,       0.301 ,       0.81  ,       26.3 ,        10.4 ,         4.0 ,         1.5
      2006 ,brownde05   ,Denham Brown             ,2005-06 ,23.0 ,UCONN      , 32 , 754.0 ,      117 ,       290 ,       30 ,        92 ,       79 ,        91 ,      42.0 ,       141 ,        44 ,      25.0 ,      12.0 ,      53.0 ,     53.0 ,       343 ,       0.403 ,       0.326 ,       0.868 ,       23.6 ,        10.7 ,         4.4 ,         1.4
      2006 ,brownde05   ,Denham Brown             ,Career  ,     ,           ,135 ,3256.0 ,      459 ,      1071 ,      127 ,       359 ,      222 ,       286 ,     142.0 ,       530 ,       175 ,      94.0 ,      27.0 ,     206.0 ,    197.0 ,      1267 ,       0.429 ,       0.354 ,       0.776 ,       24.1 ,         9.4 ,         3.9 ,         1.3
      2006 ,augusja01   ,James Augustine          ,2002-03 ,18.0 ,ILLINOIS   , 32 , 697.0 ,       94 ,       162 ,        5 ,        14 ,       32 ,        45 ,      64.0 ,       186 ,        25 ,      20.0 ,      27.0 ,      45.0 ,    105.0 ,       225 ,       0.58  ,       0.357 ,       0.711 ,       21.8 ,         7.0 ,         5.8 ,         0.8
      2006 ,augusja01   ,James Augustine          ,2003-04 ,19.0 ,ILLINOIS   , 33 , 904.0 ,      125 ,       197 ,        0 ,         2 ,       68 ,       106 ,      93.0 ,       242 ,        21 ,      38.0 ,      42.0 ,      41.0 ,     84.0 ,       318 ,       0.635 ,       0.0   ,       0.642 ,       27.4 ,         9.6 ,         7.3 ,         0.6
      2006 ,augusja01   ,James Augustine          ,2004-05 ,20.0 ,ILLINOIS   , 39 ,1037.0 ,      141 ,       227 ,        0 ,         0 ,      110 ,       147 ,     100.0 ,       295 ,        43 ,      36.0 ,      46.0 ,      46.0 ,     83.0 ,       392 ,       0.621 ,             ,       0.748 ,       26.6 ,        10.1 ,         7.6 ,         1.1
      2006 ,augusja01   ,James Augustine          ,2005-06 ,21.0 ,ILLINOIS   , 33 ,1079.0 ,      174 ,       279 ,        1 ,         2 ,       99 ,       152 ,     100.0 ,       300 ,        59 ,      47.0 ,      24.0 ,      67.0 ,     84.0 ,       448 ,       0.624 ,       0.5   ,       0.651 ,       32.7 ,        13.6 ,         9.1 ,         1.8
      2006 ,augusja01   ,James Augustine          ,Career  ,     ,           ,137 ,3717.0 ,      534 ,       865 ,        6 ,        18 ,      309 ,       450 ,     357.0 ,      1023 ,       148 ,     141.0 ,     139.0 ,     199.0 ,    356.0 ,      1383 ,       0.617 ,       0.333 ,       0.687 ,       27.1 ,        10.1 ,         7.5 ,         1.1
      2006 ,gibsoda01   ,Daniel Gibson            ,2004-05 ,18.0 ,TEXAS      , 31 ,1018.0 ,      131 ,       314 ,       74 ,       186 ,      103 ,       137 ,      14.0 ,       112 ,       121 ,      55.0 ,       8.0 ,      95.0 ,     79.0 ,       439 ,       0.417 ,       0.398 ,       0.752 ,       32.8 ,        14.2 ,         3.6 ,         3.9
      2006 ,gibsoda01   ,Daniel Gibson            ,2005-06 ,19.0 ,TEXAS      , 37 ,1228.0 ,      163 ,       402 ,      101 ,       266 ,       69 ,        95 ,      42.0 ,       133 ,       116 ,      49.0 ,      12.0 ,      70.0 ,     88.0 ,       496 ,       0.405 ,       0.38  ,       0.726 ,       33.2 ,        13.4 ,         3.6 ,         3.1
      2006 ,gibsoda01   ,Daniel Gibson            ,Career  ,     ,           , 68 ,2246.0 ,      294 ,       716 ,      175 ,       452 ,      172 ,       232 ,      56.0 ,       245 ,       237 ,     104.0 ,      20.0 ,     165.0 ,    167.0 ,       935 ,       0.411 ,       0.387 ,       0.741 ,       33.0 ,        13.8 ,         3.6 ,         3.5
      2006 ,johnsal01   ,Alexander Johnson        ,2003-04 ,20.0 ,FLORIDAST  , 33 , 687.0 ,      103 ,       187 ,        0 ,         1 ,      106 ,       157 ,      40.0 ,       138 ,        27 ,      27.0 ,      20.0 ,      87.0 ,     91.0 ,       312 ,       0.551 ,       0.0   ,       0.675 ,       20.8 ,         9.5 ,         4.2 ,         0.8
      2006 ,johnsal01   ,Alexander Johnson        ,2004-05 ,21.0 ,FLORIDAST  , 30 , 525.0 ,       76 ,       167 ,        3 ,         9 ,       50 ,        87 ,      45.0 ,       128 ,        16 ,      23.0 ,      16.0 ,      69.0 ,     84.0 ,       205 ,       0.455 ,       0.333 ,       0.575 ,       17.5 ,         6.8 ,         4.3 ,         0.5
      2006 ,johnsal01   ,Alexander Johnson        ,2005-06 ,22.0 ,FLORIDAST  , 29 , 723.0 ,      127 ,       235 ,        9 ,        29 ,      120 ,       170 ,      74.0 ,       216 ,        21 ,      31.0 ,      30.0 ,      82.0 ,     93.0 ,       383 ,       0.54  ,       0.31  ,       0.706 ,       24.9 ,        13.2 ,         7.4 ,         0.7
      2006 ,johnsal01   ,Alexander Johnson        ,Career  ,     ,           , 92 ,1935.0 ,      306 ,       589 ,       12 ,        39 ,      276 ,       414 ,     159.0 ,       482 ,        64 ,      81.0 ,      66.0 ,     238.0 ,    268.0 ,       900 ,       0.52  ,       0.308 ,       0.667 ,       21.0 ,         9.8 ,         5.2 ,         0.7
      2006 ,brownde03   ,Dee Brown                ,2002-03 ,18.0 ,ILLINOIS   , 32 ,1090.0 ,      142 ,       327 ,       51 ,       155 ,       49 ,        72 ,      35.0 ,       119 ,       159 ,      57.0 ,       0.0 ,      62.0 ,     56.0 ,       384 ,       0.434 ,       0.329 ,       0.681 ,       34.1 ,        12.0 ,         3.7 ,         5.0
      2006 ,brownde03   ,Dee Brown                ,2003-04 ,19.0 ,ILLINOIS   , 33 ,1153.0 ,      160 ,       389 ,       71 ,       205 ,       49 ,        73 ,      34.0 ,       123 ,       147 ,      51.0 ,       3.0 ,      65.0 ,     66.0 ,       440 ,       0.411 ,       0.346 ,       0.671 ,       34.9 ,        13.3 ,         3.7 ,         4.5
      2006 ,brownde03   ,Dee Brown                ,2004-05 ,20.0 ,ILLINOIS   , 39 ,1272.0 ,      179 ,       359 ,       99 ,       228 ,       61 ,        79 ,      21.0 ,       104 ,       177 ,      70.0 ,       3.0 ,      73.0 ,     72.0 ,       518 ,       0.499 ,       0.434 ,       0.772 ,       32.6 ,        13.3 ,         2.7 ,         4.5
      2006 ,brownde03   ,Dee Brown                ,2005-06 ,21.0 ,ILLINOIS   , 33 ,1183.0 ,      157 ,       437 ,       78 ,       243 ,       78 ,       103 ,      15.0 ,       102 ,       191 ,      53.0 ,       1.0 ,      94.0 ,     61.0 ,       470 ,       0.359 ,       0.321 ,       0.757 ,       35.8 ,        14.2 ,         3.1 ,         5.8
      2006 ,brownde03   ,Dee Brown                ,Career  ,     ,           ,137 ,4698.0 ,      638 ,      1512 ,      299 ,       831 ,      237 ,       327 ,     105.0 ,       448 ,       674 ,     231.0 ,       7.0 ,     294.0 ,    255.0 ,      1812 ,       0.422 ,       0.36  ,       0.725 ,       34.3 ,        13.2 ,         3.3 ,         4.9
