draft_year ,player_slug ,player_name              ,Season  ,Age  ,College    ,G   ,MP     ,Totals_FG ,Totals_FGA ,Totals_3P ,Totals_3PA ,Totals_FT ,Totals_FTA ,Totals_ORB ,Totals_TRB ,Totals_AST ,Totals_STL ,Totals_BLK ,Totals_TOV ,Totals_PF ,Totals_PTS ,Shooting_FG% ,Shooting_3P% ,Shooting_FT% ,Per Game_MP ,Per Game_PTS ,Per Game_TRB ,Per Game_AST
      2000 ,crawfja01   ,Jamal Crawford           ,1999-00 ,19.0 ,MICHIGAN   , 17 , 577.0 ,      105 ,       255 ,       33 ,       101 ,       40 ,        51 ,       7.0 ,        47 ,        76 ,      19.0 ,      16.0 ,      53.0 ,     19.0 ,       283 ,       0.412 ,       0.327 ,       0.784 ,       33.9 ,        16.6 ,         2.8 ,         4.5
      2000 ,crawfja01   ,Jamal Crawford           ,Career  ,     ,           , 17 , 577.0 ,      105 ,       255 ,       33 ,       101 ,       40 ,        51 ,       7.0 ,        47 ,        76 ,      19.0 ,      16.0 ,      53.0 ,     19.0 ,       283 ,       0.412 ,       0.327 ,       0.784 ,       33.9 ,        16.6 ,         2.8 ,         4.5
      2000 ,przybjo01   ,Joel Przybilla           ,1998-99 ,19.0 ,MINNESOTA  , 28 , 713.0 ,       79 ,       141 ,        0 ,         0 ,       30 ,        52 ,           ,       163 ,        41 ,      16.0 ,      84.0 ,      64.0 ,     89.0 ,       188 ,       0.56  ,             ,       0.577 ,       25.5 ,         6.7 ,         5.8 ,         1.5
      2000 ,przybjo01   ,Joel Przybilla           ,1999-00 ,20.0 ,MINNESOTA  , 21 , 638.0 ,      122 ,       199 ,        0 ,         0 ,       55 ,       111 ,      54.0 ,       176 ,        50 ,      17.0 ,      81.0 ,      77.0 ,     61.0 ,       299 ,       0.613 ,             ,       0.495 ,       30.4 ,        14.2 ,         8.4 ,         2.4
      2000 ,przybjo01   ,Joel Przybilla           ,Career  ,     ,           , 49 ,1351.0 ,      201 ,       340 ,        0 ,         0 ,       85 ,       163 ,      54.0 ,       339 ,        91 ,      33.0 ,     165.0 ,     141.0 ,    150.0 ,       487 ,       0.591 ,             ,       0.521 ,       27.6 ,         9.9 ,         6.9 ,         1.9
      2000 ,doolike01   ,Keyon Dooling            ,1998-99 ,18.0 ,MISSOURI   , 28 , 676.0 ,       78 ,       170 ,        8 ,        28 ,       79 ,       110 ,           ,        58 ,        85 ,      32.0 ,      12.0 ,      55.0 ,     47.0 ,       243 ,       0.459 ,       0.286 ,       0.718 ,       24.1 ,         8.7 ,         2.1 ,         3.0
      2000 ,doolike01   ,Keyon Dooling            ,1999-00 ,19.0 ,MISSOURI   , 31 , 983.0 ,      145 ,       373 ,       59 ,       170 ,      124 ,       167 ,      24.0 ,        84 ,       113 ,      44.0 ,      17.0 ,      79.0 ,     56.0 ,       473 ,       0.389 ,       0.347 ,       0.743 ,       31.7 ,        15.3 ,         2.7 ,         3.6
      2000 ,doolike01   ,Keyon Dooling            ,Career  ,     ,           , 59 ,1659.0 ,      223 ,       543 ,       67 ,       198 ,      203 ,       277 ,      24.0 ,       142 ,       198 ,      76.0 ,      29.0 ,     134.0 ,    103.0 ,       716 ,       0.411 ,       0.338 ,       0.733 ,       28.1 ,        12.1 ,         2.4 ,         3.4
      2000 ,moisoje01   ,JÃ©rÃ´me MoÃ¯so          ,1998-99 ,20.0 ,UCLA       , 29 , 689.0 ,      131 ,       269 ,        4 ,        16 ,       48 ,        78 ,           ,       169 ,        26 ,      24.0 ,      26.0 ,      53.0 ,     83.0 ,       314 ,       0.487 ,       0.25  ,       0.615 ,       23.8 ,        10.8 ,         5.8 ,         0.9
      2000 ,moisoje01   ,JÃ©rÃ´me MoÃ¯so          ,1999-00 ,21.0 ,UCLA       , 33 , 972.0 ,      170 ,       339 ,        1 ,         6 ,       87 ,       142 ,      84.0 ,       252 ,        40 ,      37.0 ,      55.0 ,      88.0 ,     93.0 ,       428 ,       0.501 ,       0.167 ,       0.613 ,       29.5 ,        13.0 ,         7.6 ,         1.2
      2000 ,moisoje01   ,JÃ©rÃ´me MoÃ¯so          ,Career  ,     ,           , 62 ,1661.0 ,      301 ,       608 ,        5 ,        22 ,      135 ,       220 ,      84.0 ,       421 ,        66 ,      61.0 ,      81.0 ,     141.0 ,    176.0 ,       742 ,       0.495 ,       0.227 ,       0.614 ,       26.8 ,        12.0 ,         6.8 ,         1.1
      2000 ,thomaet01   ,Etan Thomas              ,1996-97 ,18.0 ,SYRACUSE   , 25 , 408.0 ,       55 ,       103 ,        0 ,         0 ,       33 ,        71 ,           ,       105 ,         3 ,       9.0 ,      48.0 ,      33.0 ,     58.0 ,       143 ,       0.534 ,             ,       0.465 ,       16.3 ,         5.7 ,         4.2 ,         0.1
      2000 ,thomaet01   ,Etan Thomas              ,1997-98 ,19.0 ,SYRACUSE   , 35 ,1011.0 ,      144 ,       236 ,        0 ,         0 ,      109 ,       178 ,           ,       230 ,        15 ,      27.0 ,     138.0 ,      58.0 ,     99.0 ,       397 ,       0.61  ,             ,       0.612 ,       28.9 ,        11.3 ,         6.6 ,         0.4
      2000 ,thomaet01   ,Etan Thomas              ,1998-99 ,20.0 ,SYRACUSE   , 33 , 913.0 ,      148 ,       240 ,        0 ,         0 ,      109 ,       190 ,           ,       243 ,        17 ,      27.0 ,     131.0 ,      56.0 ,     92.0 ,       405 ,       0.617 ,             ,       0.574 ,       27.7 ,        12.3 ,         7.4 ,         0.5
      2000 ,thomaet01   ,Etan Thomas              ,1999-00 ,21.0 ,SYRACUSE   , 29 , 940.0 ,      148 ,       246 ,        0 ,         0 ,       99 ,       146 ,     100.0 ,       269 ,        16 ,      22.0 ,     107.0 ,      59.0 ,     92.0 ,       395 ,       0.602 ,             ,       0.678 ,       32.4 ,        13.6 ,         9.3 ,         0.6
      2000 ,thomaet01   ,Etan Thomas              ,Career  ,     ,           ,122 ,3272.0 ,      495 ,       825 ,        0 ,         0 ,      350 ,       585 ,     100.0 ,       847 ,        51 ,      85.0 ,     424.0 ,     206.0 ,    341.0 ,      1340 ,       0.6   ,             ,       0.598 ,       26.8 ,        11.0 ,         6.9 ,         0.4
      2000 ,alexaco02   ,Courtney Alexander       ,1995-96 ,18.0 ,VIRGINIA   , 27 , 727.0 ,      147 ,       302 ,       18 ,        35 ,       63 ,        82 ,           ,       122 ,        36 ,      20.0 ,       9.0 ,      46.0 ,     57.0 ,       375 ,       0.487 ,       0.514 ,       0.768 ,       26.9 ,        13.9 ,         4.5 ,         1.3
      2000 ,alexaco02   ,Courtney Alexander       ,1996-97 ,19.0 ,VIRGINIA   , 26 , 732.0 ,      142 ,       338 ,       40 ,        90 ,       60 ,        79 ,           ,        70 ,        37 ,      20.0 ,       1.0 ,      31.0 ,     50.0 ,       384 ,       0.42  ,       0.444 ,       0.759 ,       28.2 ,        14.8 ,         2.7 ,         1.4
      2000 ,alexaco02   ,Courtney Alexander       ,1998-99 ,21.0 ,FRESNOST   , 32 ,1023.0 ,      264 ,       563 ,       50 ,       158 ,      106 ,       140 ,      28.0 ,       121 ,        82 ,      50.0 ,       7.0 ,      76.0 ,     82.0 ,       684 ,       0.469 ,       0.316 ,       0.757 ,       32.0 ,        21.4 ,         3.8 ,         2.6
      2000 ,alexaco02   ,Courtney Alexander       ,1999-00 ,22.0 ,FRESNOST   , 27 , 974.0 ,      252 ,       564 ,       58 ,       175 ,      107 ,       137 ,      29.0 ,       128 ,        94 ,      37.0 ,       4.0 ,      67.0 ,     61.0 ,       669 ,       0.447 ,       0.331 ,       0.781 ,       36.1 ,        24.8 ,         4.7 ,         3.5
      2000 ,alexaco02   ,Courtney Alexander       ,Career  ,     ,           ,112 ,3456.0 ,      805 ,      1767 ,      166 ,       458 ,      336 ,       438 ,      57.0 ,       441 ,       249 ,     127.0 ,      21.0 ,     220.0 ,    250.0 ,      2112 ,       0.456 ,       0.362 ,       0.767 ,       30.9 ,        18.9 ,         3.9 ,         2.2
      2000 ,cleavma01   ,Mateen Cleaves           ,1996-97 ,19.0 ,MICHIGANST , 29 , 750.0 ,      111 ,       277 ,       18 ,        76 ,       57 ,        79 ,           ,        73 ,       146 ,      17.0 ,       4.0 ,     117.0 ,     61.0 ,       297 ,       0.401 ,       0.237 ,       0.722 ,       25.9 ,        10.2 ,         2.5 ,         5.0
      2000 ,cleavma01   ,Mateen Cleaves           ,1997-98 ,20.0 ,MICHIGANST , 30 ,1005.0 ,      161 ,       403 ,       51 ,       152 ,      111 ,       158 ,           ,        75 ,       217 ,      73.0 ,       6.0 ,     117.0 ,     80.0 ,       484 ,       0.4   ,       0.336 ,       0.703 ,       33.5 ,        16.1 ,         2.5 ,         7.2
      2000 ,cleavma01   ,Mateen Cleaves           ,1998-99 ,21.0 ,MICHIGANST , 38 ,1185.0 ,      159 ,       392 ,       42 ,       144 ,       85 ,       108 ,           ,        62 ,       274 ,      69.0 ,       2.0 ,     141.0 ,     76.0 ,       445 ,       0.406 ,       0.292 ,       0.787 ,       31.2 ,        11.7 ,         1.6 ,         7.2
      2000 ,cleavma01   ,Mateen Cleaves           ,1999-00 ,22.0 ,MICHIGANST , 26 , 820.0 ,      109 ,       259 ,       32 ,        85 ,       65 ,        86 ,       5.0 ,        46 ,       179 ,      36.0 ,       4.0 ,      95.0 ,     57.0 ,       315 ,       0.421 ,       0.376 ,       0.756 ,       31.5 ,        12.1 ,         1.8 ,         6.9
      2000 ,cleavma01   ,Mateen Cleaves           ,Career  ,     ,           ,123 ,3760.0 ,      540 ,      1331 ,      143 ,       457 ,      318 ,       431 ,       5.0 ,       256 ,       816 ,     195.0 ,      16.0 ,     470.0 ,    274.0 ,      1541 ,       0.406 ,       0.313 ,       0.738 ,       30.6 ,        12.5 ,         2.1 ,         6.6
      2000 ,collija02   ,Jason Collier            ,1996-97 ,19.0 ,INDIANA    , 33 , 778.0 ,      112 ,       258 ,        6 ,        13 ,       80 ,       117 ,           ,       188 ,        24 ,      16.0 ,      34.0 ,      72.0 ,     76.0 ,       310 ,       0.434 ,       0.462 ,       0.684 ,       23.6 ,         9.4 ,         5.7 ,         0.7
      2000 ,collija02   ,Jason Collier            ,1997-98 ,20.0 ,INDIANA    ,  9 , 226.0 ,       36 ,        64 ,        0 ,         0 ,       24 ,        36 ,           ,        47 ,         9 ,       6.0 ,       9.0 ,      19.0 ,     18.0 ,        96 ,       0.563 ,             ,       0.667 ,       25.1 ,        10.7 ,         5.2 ,         1.0
      2000 ,collija02   ,Jason Collier            ,1998-99 ,21.0 ,GATECH     , 25 , 849.0 ,      153 ,       347 ,       32 ,        90 ,       92 ,       128 ,           ,       182 ,        36 ,      15.0 ,      34.0 ,      88.0 ,     87.0 ,       430 ,       0.441 ,       0.356 ,       0.719 ,       34.0 ,        17.2 ,         7.3 ,         1.4
      2000 ,collija02   ,Jason Collier            ,1999-00 ,22.0 ,GATECH     , 30 , 975.0 ,      178 ,       376 ,       31 ,        84 ,      122 ,       166 ,      81.0 ,       276 ,        49 ,      23.0 ,      33.0 ,      96.0 ,     80.0 ,       509 ,       0.473 ,       0.369 ,       0.735 ,       32.5 ,        17.0 ,         9.2 ,         1.6
      2000 ,collija02   ,Jason Collier            ,Career  ,     ,           , 97 ,2828.0 ,      479 ,      1045 ,       69 ,       187 ,      318 ,       447 ,      81.0 ,       693 ,       118 ,      60.0 ,     110.0 ,     275.0 ,    261.0 ,      1345 ,       0.458 ,       0.369 ,       0.711 ,       29.2 ,        13.9 ,         7.1 ,         1.2
      2000 ,masonde01   ,Desmond Mason            ,1996-97 ,19.0 ,OKSTATE    , 32 , 539.0 ,       52 ,       138 ,       17 ,        52 ,       23 ,        37 ,           ,        80 ,        22 ,      13.0 ,      10.0 ,      42.0 ,     45.0 ,       144 ,       0.377 ,       0.327 ,       0.622 ,       16.8 ,         4.5 ,         2.5 ,         0.7
      2000 ,masonde01   ,Desmond Mason            ,1997-98 ,20.0 ,OKSTATE    , 29 , 947.0 ,      157 ,       299 ,       22 ,        69 ,       86 ,       123 ,           ,       223 ,        45 ,      51.0 ,      19.0 ,      47.0 ,     75.0 ,       422 ,       0.525 ,       0.319 ,       0.699 ,       32.7 ,        14.6 ,         7.7 ,         1.6
      2000 ,masonde01   ,Desmond Mason            ,1998-99 ,21.0 ,OKSTATE    , 34 ,1180.0 ,      196 ,       408 ,       27 ,        79 ,      106 ,       142 ,           ,       267 ,        28 ,      53.0 ,      30.0 ,      73.0 ,     82.0 ,       525 ,       0.48  ,       0.342 ,       0.746 ,       34.7 ,        15.4 ,         7.9 ,         0.8
      2000 ,masonde01   ,Desmond Mason            ,1999-00 ,22.0 ,OKSTATE    , 34 ,1202.0 ,      211 ,       423 ,       64 ,       149 ,      125 ,       163 ,      55.0 ,       225 ,        52 ,      41.0 ,      33.0 ,      60.0 ,     69.0 ,       611 ,       0.499 ,       0.43  ,       0.767 ,       35.4 ,        18.0 ,         6.6 ,         1.5
      2000 ,masonde01   ,Desmond Mason            ,Career  ,     ,           ,129 ,3868.0 ,      616 ,      1268 ,      130 ,       349 ,      340 ,       465 ,      55.0 ,       795 ,       147 ,     158.0 ,      92.0 ,     222.0 ,    271.0 ,      1702 ,       0.486 ,       0.372 ,       0.731 ,       30.0 ,        13.2 ,         6.2 ,         1.1
      2000 ,richaqu01   ,Quentin Richardson       ,1998-99 ,18.0 ,DEPAUL     , 31 ,1040.0 ,      203 ,       425 ,       44 ,       127 ,      136 ,       183 ,           ,       327 ,        32 ,      24.0 ,       8.0 ,      61.0 ,     69.0 ,       586 ,       0.478 ,       0.346 ,       0.743 ,       33.5 ,        18.9 ,        10.5 ,         1.0
      2000 ,richaqu01   ,Quentin Richardson       ,1999-00 ,19.0 ,DEPAUL     , 33 ,1150.0 ,      202 ,       468 ,       73 ,       190 ,       84 ,       119 ,     118.0 ,       325 ,        72 ,      35.0 ,       9.0 ,      77.0 ,     75.0 ,       561 ,       0.432 ,       0.384 ,       0.706 ,       34.8 ,        17.0 ,         9.8 ,         2.2
      2000 ,richaqu01   ,Quentin Richardson       ,Career  ,     ,           , 64 ,2190.0 ,      405 ,       893 ,      117 ,       317 ,      220 ,       302 ,     118.0 ,       652 ,       104 ,      59.0 ,      17.0 ,     138.0 ,    144.0 ,      1147 ,       0.454 ,       0.369 ,       0.728 ,       34.2 ,        17.9 ,        10.2 ,         1.6
      2000 ,magloja01   ,Jamaal Magloire          ,1996-97 ,18.0 ,KENTUCKY   , 40 , 626.0 ,       75 ,       153 ,        0 ,         0 ,       45 ,        82 ,           ,       177 ,        15 ,      25.0 ,      79.0 ,      64.0 ,    120.0 ,       195 ,       0.49  ,             ,       0.549 ,       15.7 ,         4.9 ,         4.4 ,         0.4
      2000 ,magloja01   ,Jamaal Magloire          ,1997-98 ,19.0 ,KENTUCKY   , 38 , 567.0 ,       77 ,       158 ,        0 ,         0 ,       43 ,        64 ,           ,       161 ,        11 ,      10.0 ,      66.0 ,      46.0 ,     99.0 ,       197 ,       0.487 ,             ,       0.672 ,       14.9 ,         5.2 ,         4.2 ,         0.3
      2000 ,magloja01   ,Jamaal Magloire          ,1998-99 ,20.0 ,KENTUCKY   , 34 , 668.0 ,       94 ,       177 ,        0 ,         0 ,       49 ,        85 ,           ,       151 ,        18 ,      16.0 ,      66.0 ,      42.0 ,     79.0 ,       237 ,       0.531 ,             ,       0.576 ,       19.6 ,         7.0 ,         4.4 ,         0.5
      2000 ,magloja01   ,Jamaal Magloire          ,1999-00 ,21.0 ,KENTUCKY   , 33 , 978.0 ,      148 ,       296 ,        0 ,         0 ,      139 ,       203 ,     116.0 ,       300 ,        18 ,      17.0 ,      57.0 ,      95.0 ,     91.0 ,       435 ,       0.5   ,             ,       0.685 ,       29.6 ,        13.2 ,         9.1 ,         0.5
      2000 ,magloja01   ,Jamaal Magloire          ,Career  ,     ,           ,145 ,2839.0 ,      394 ,       784 ,        0 ,         0 ,      276 ,       434 ,     116.0 ,       789 ,        62 ,      68.0 ,     268.0 ,     247.0 ,    389.0 ,      1064 ,       0.503 ,             ,       0.636 ,       19.6 ,         7.3 ,         5.4 ,         0.4
      2000 ,claxtsp01   ,Speedy Claxton           ,1996-97 ,18.0 ,HOFSTRA    , 27 , 916.0 ,      134 ,       310 ,        6 ,        38 ,      132 ,       187 ,           ,       123 ,        91 ,      50.0 ,       4.0 ,      77.0 ,     85.0 ,       406 ,       0.432 ,       0.158 ,       0.706 ,       33.9 ,        15.0 ,         4.6 ,         3.4
      2000 ,claxtsp01   ,Speedy Claxton           ,1997-98 ,19.0 ,HOFSTRA    , 31 ,1082.0 ,      182 ,       375 ,        2 ,        11 ,      138 ,       189 ,           ,       144 ,       224 ,      67.0 ,       8.0 ,     104.0 ,     87.0 ,       504 ,       0.485 ,       0.182 ,       0.73  ,       34.9 ,        16.3 ,         4.6 ,         7.2
      2000 ,claxtsp01   ,Speedy Claxton           ,1998-99 ,20.0 ,HOFSTRA    , 30 , 969.0 ,      136 ,       282 ,        6 ,        19 ,      121 ,       151 ,      42.0 ,       131 ,       159 ,      69.0 ,      16.0 ,      86.0 ,          ,       399 ,       0.482 ,       0.316 ,       0.801 ,       32.3 ,        13.3 ,         4.4 ,         5.3
      2000 ,claxtsp01   ,Speedy Claxton           ,1999-00 ,21.0 ,HOFSTRA    , 31 ,1089.0 ,      253 ,       538 ,       51 ,       134 ,      149 ,       195 ,      47.0 ,       168 ,       186 ,     102.0 ,       5.0 ,     101.0 ,     71.0 ,       706 ,       0.47  ,       0.381 ,       0.764 ,       35.1 ,        22.8 ,         5.4 ,         6.0
      2000 ,claxtsp01   ,Speedy Claxton           ,Career  ,     ,           ,119 ,4056.0 ,      705 ,      1505 ,       65 ,       202 ,      540 ,       722 ,      89.0 ,       566 ,       660 ,     288.0 ,      33.0 ,     368.0 ,    243.0 ,      2015 ,       0.468 ,       0.322 ,       0.748 ,       34.1 ,        16.9 ,         4.8 ,         5.5
      2000 ,petermo01   ,Morris Peterson          ,1995-96 ,18.0 ,MICHIGANST ,  4 ,  12.0 ,        1 ,         1 ,        0 ,         0 ,        0 ,         1 ,           ,         3 ,         0 ,       0.0 ,       0.0 ,       1.0 ,      2.0 ,         2 ,       1.0   ,             ,       0.0   ,        3.0 ,         0.5 ,         0.8 ,         0.0
      2000 ,petermo01   ,Morris Peterson          ,1996-97 ,19.0 ,MICHIGANST , 29 , 518.0 ,       72 ,       166 ,       16 ,        59 ,       36 ,        51 ,           ,        97 ,        18 ,      19.0 ,       6.0 ,      23.0 ,     60.0 ,       196 ,       0.434 ,       0.271 ,       0.706 ,       17.9 ,         6.8 ,         3.3 ,         0.6
      2000 ,petermo01   ,Morris Peterson          ,1997-98 ,20.0 ,MICHIGANST , 27 , 502.0 ,       81 ,       182 ,       23 ,        69 ,       32 ,        58 ,           ,        94 ,        24 ,      21.0 ,       3.0 ,      32.0 ,     61.0 ,       217 ,       0.445 ,       0.333 ,       0.552 ,       18.6 ,         8.0 ,         3.5 ,         0.9
      2000 ,petermo01   ,Morris Peterson          ,1998-99 ,21.0 ,MICHIGANST , 38 , 907.0 ,      190 ,       343 ,       22 ,        59 ,      114 ,       140 ,           ,       216 ,        36 ,      33.0 ,      22.0 ,      62.0 ,     97.0 ,       516 ,       0.554 ,       0.373 ,       0.814 ,       23.9 ,        13.6 ,         5.7 ,         0.9
      2000 ,petermo01   ,Morris Peterson          ,1999-00 ,22.0 ,MICHIGANST , 39 ,1136.0 ,      218 ,       469 ,       85 ,       200 ,      136 ,       176 ,      79.0 ,       235 ,        49 ,      46.0 ,      11.0 ,      84.0 ,     79.0 ,       657 ,       0.465 ,       0.425 ,       0.773 ,       29.1 ,        16.8 ,         6.0 ,         1.3
