Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2003-04,24,BOS,NBA,C,4.0,0.0,65.0,7.0,22.0,0.318,0.0,0.0,7.0,22.0,0.318,0.318,6.0,10.0,0.6,8.0,10.0,18.0,0.0,4.0,4.0,3.0,12.0,20.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08,28,LAL,NBA,C,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,5.0,0.0,68.0,7.0,23.0,0.304,0.0,0.0,7.0,23.0,0.304,0.304,6.0,10.0,0.6,8.0,10.0,18.0,0.0,4.0,4.0,4.0,14.0,20.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,1115.0,115.0,377.0,0.304,0.0,0.0,115.0,377.0,0.304,0.304,98.0,164.0,0.6,131.0,164.0,295.0,0.0,66.0,66.0,66.0,230.0,328.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,4.0,0.0,65.0,7.0,22.0,0.318,0.0,0.0,7.0,22.0,0.318,0.318,6.0,10.0,0.6,8.0,10.0,18.0,0.0,4.0,4.0,3.0,12.0,20.0,0.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,
