"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2001-02,19.0,MARQUETTE,33,781,77,179,57,129,51,67,15,81,86,39,2,27,63,262,0.43,0.442,0.761,23.7,7.9,2.5,2.6
2002-03,20.0,MARQUETTE,33,1145,124,313,69,190,74,91,13,105,184,47,5,71,66,391,0.396,0.363,0.813,34.7,11.8,3.2,5.6
2003-04,21.0,MARQUETTE,31,1060,179,424,90,200,136,154,21,97,187,41,0,74,76,584,0.422,0.45,0.883,34.2,18.8,3.1,6.0
2004-05,22.0,MARQUETTE,23,783,131,312,68,168,124,148,15,90,160,31,1,58,46,454,0.42,0.405,0.838,34.0,19.7,3.9,7.0
Career,,,120,3769,511,1228,284,687,385,460,64,373,617,158,8,230,251,1691,0.416,0.413,0.837,31.4,14.1,3.1,5.1
