Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2009-10,27,POR,NBA,PG,2,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,287,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,
