Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2009-10,30,MIL,NBA,C,4,0,25,9.0,15.7,0.571,0.0,0.0,9.0,15.7,0.571,0.571,2.2,4.5,0.5,2.2,4.5,6.7,0.0,2.2,0.0,0.0,11.2,20.2,123,110,
1 Yr,1 Yr,1 Yr,1 Yr,,4,0,25,9.0,15.7,0.571,0.0,0.0,9.0,15.7,0.571,0.571,2.2,4.5,0.5,2.2,4.5,6.7,0.0,2.2,0.0,0.0,11.2,20.2,123,110,
