"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2000-01,22,BOS,NBA,C,24.0,0.0,135.0,0.4,7.5,0.967,0.467,0.167,0.133,0.2,0.033,0.414,0.429,0.4,0.25,0.5,0.0,0.75,0.1,1.0,0.0,0.0,0.0,
2001-02,23,CHH,NBA,C,15.0,0.0,76.0,0.4,9.8,1.0,0.3,0.2,0.05,0.45,0.0,0.4,0.667,0.0,0.0,0.444,,0.75,0.15,3.0,,0.0,0.0,
2002-03,24,NOH,NBA,C,51.0,1.0,644.0,0.52,6.7,1.0,0.485,0.181,0.152,0.181,0.0,0.52,0.699,0.484,0.308,0.258,,0.719,0.211,31.0,,0.0,0.0,
2003-04,25,TOR,NBA,PF,35.0,1.0,417.0,0.476,5.7,0.988,0.452,0.321,0.155,0.06,0.012,0.482,0.632,0.444,0.308,0.0,0.0,0.475,0.131,11.0,0.0,0.0,0.0,
2004-05,26,3TM,NBA,PF,20.0,1.0,120.0,0.5,4.8,0.944,0.5,0.222,0.222,0.0,0.056,0.529,0.778,0.25,0.25,,0.0,0.556,0.111,2.0,0.0,0.0,0.0,
2004-05,26,TOR,NBA,C,8.0,1.0,69.0,0.333,7.0,0.889,0.444,0.222,0.222,0.0,0.111,0.375,0.75,0.0,0.0,,0.0,0.667,0.0,0.0,0.0,0.0,0.0,
2004-05,26,NJN,NBA,C,8.0,0.0,24.0,0.75,1.4,1.0,0.75,0.25,0.0,0.0,0.0,0.75,0.667,1.0,,,,0.667,0.25,1.0,,0.0,0.0,
2004-05,26,CLE,NBA,PF,4.0,0.0,27.0,0.6,6.0,1.0,0.4,0.2,0.4,0.0,0.0,0.6,1.0,0.0,0.5,,,0.333,0.2,1.0,,0.0,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,145.0,3.0,1392.0,0.489,6.3,0.991,0.464,0.22,0.149,0.158,0.009,0.494,0.66,0.423,0.292,0.294,0.0,0.652,0.17,48.0,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,2.0,787.0,0.489,6.3,0.991,0.464,0.22,0.149,0.158,0.009,0.494,0.66,0.423,0.292,0.294,0.0,0.652,0.17,27.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR (2 Yrs),TOR (2 Yrs),TOR (2 Yrs),TOR (2 Yrs),,43.0,2.0,486.0,0.462,6.4,0.978,0.452,0.312,0.161,0.054,0.022,0.473,0.643,0.414,0.267,0.0,0.0,0.488,0.118,11.0,0.0,0.0,0.0,
NOH (1 Yr),NOH (1 Yr),NOH (1 Yr),NOH (1 Yr),,51.0,1.0,644.0,0.52,6.7,1.0,0.485,0.181,0.152,0.181,0.0,0.52,0.699,0.484,0.308,0.258,,0.719,0.211,31.0,,0.0,0.0,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,24.0,0.0,135.0,0.4,7.5,0.967,0.467,0.167,0.133,0.2,0.033,0.414,0.429,0.4,0.25,0.5,0.0,0.75,0.1,1.0,0.0,0.0,0.0,
CHH (1 Yr),CHH (1 Yr),CHH (1 Yr),CHH (1 Yr),,15.0,0.0,76.0,0.4,9.8,1.0,0.3,0.2,0.05,0.45,0.0,0.4,0.667,0.0,0.0,0.444,,0.75,0.15,3.0,,0.0,0.0,
NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),,8.0,0.0,24.0,0.75,1.4,1.0,0.75,0.25,0.0,0.0,0.0,0.75,0.667,1.0,,,,0.667,0.25,1.0,,0.0,0.0,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,4.0,0.0,27.0,0.6,6.0,1.0,0.4,0.2,0.4,0.0,0.0,0.6,1.0,0.0,0.5,,,0.333,0.2,1.0,,0.0,0.0,
