"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('Unnamed: 20_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 25_level_0', 'Awards')"
2002-03,24,NOH,NBA,C,4,0,60,0.625,4.7,1.0,0.625,0.063,0.313,0.0,0.0,0.625,0.7,1.0,0.4,0.6,0.125,2,0,0,
1 Yr,1 Yr,1 Yr,1 Yr,,4,0,60,0.625,4.7,1.0,0.625,0.063,0.313,0.0,0.0,0.625,0.7,1.0,0.4,0.6,0.125,2,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,1230,0.625,4.7,1.0,0.625,0.063,0.313,0.0,0.0,0.625,0.7,1.0,0.4,0.6,0.125,41,0,0,
