Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2025-26,22,LAC,NBA,C,10,0,54,13,18,0.722,0,0,13,18,0.722,0.722,5,10,0.5,7,6,13,3,0,3,3,4,31,0,
1 Yr,1 Yr,1 Yr,1 Yr,,10,0,54,13,18,0.722,0,0,13,18,0.722,0.722,5,10,0.5,7,6,13,3,0,3,3,4,31,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,443,107,148,0.722,0,0,107,148,0.722,0.722,41,82,0.5,57,49,107,25,0,25,25,33,254,0,
