Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2016-17,20,NOP,NBA,PF,17,0,199,6.5,13.7,.474,0.0,0.0,,6.5,13.7,.474,.474,2.7,3.8,.714,4.2,9.0,13.2,0.7,0.7,1.3,1.3,3.1,15.7,
2017-18,21,NOP,NBA,PF,52,0,581,6.3,10.9,.580,0.0,0.0,,6.3,10.9,.580,.580,3.1,4.1,.758,2.9,10.2,13.1,1.2,0.7,1.3,1.7,5.1,15.7,
2018-19,22,NOP,NBA,PF,64,1,896,6.8,10.9,.620,0.0,0.2,.250,6.7,10.7,.625,.622,2.0,2.7,.746,3.0,10.3,13.3,1.3,1.2,1.3,2.0,4.5,15.5,
2019-20,23,PHO,NBA,C,47,2,479,6.9,10.7,.648,0.1,0.2,.333,6.8,10.4,.655,.651,2.6,2.9,.872,2.3,7.6,9.8,1.7,0.8,0.9,2.4,4.1,16.5,
2020-21,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2021-22,25,DET,NBA,C,3,0,31,3.5,9.3,.375,0.0,0.0,,3.5,9.3,.375,.375,5.8,7.0,.833,4.6,9.3,13.9,0.0,1.2,0.0,1.2,7.0,12.8,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,183,3,2186,6.6,11.1,.596,0.0,0.1,.286,6.6,11.0,.599,.597,2.5,3.3,.774,2.9,9.6,12.5,1.3,0.9,1.2,1.9,4.5,15.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOP (3 Yrs),NOP (3 Yrs),NOP (3 Yrs),NOP (3 Yrs),,133,1,1676,6.6,11.2,.585,0.0,0.1,.250,6.6,11.1,.588,.586,2.5,3.3,.747,3.1,10.1,13.2,1.2,0.9,1.3,1.8,4.6,15.6,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,47,2,479,6.9,10.7,.648,0.1,0.2,.333,6.8,10.4,.655,.651,2.6,2.9,.872,2.3,7.6,9.8,1.7,0.8,0.9,2.4,4.1,16.5,
DET (1 Yr),DET (1 Yr),DET (1 Yr),DET (1 Yr),,3,0,31,3.5,9.3,.375,0.0,0.0,,3.5,9.3,.375,.375,5.8,7.0,.833,4.6,9.3,13.9,0.0,1.2,0.0,1.2,7.0,12.8,
