Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2017-18,21,NOP,NBA,PF,7,0,48,3.7,9.0,0.417,0.0,0.0,3.7,9.0,0.417,0.417,0.0,0.0,3.0,3.8,6.8,0.0,0.7,0.7,0.7,6.8,7.5,
1 Yr,1 Yr,1 Yr,1 Yr,,7,0,48,3.7,9.0,0.417,0.0,0.0,3.7,9.0,0.417,0.417,0.0,0.0,3.0,3.8,6.8,0.0,0.7,0.7,0.7,6.8,7.5,
