"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 34_level_0', 'Awards')"
2017-18,21,NOP,NBA,WC1,POR,W (4-0),3.0,7.0,0.7,1.3,0.0,0.0,0.3,1.0,5.0,0.2,0.0,0.0,1.0,5.0,0.2,0.2,0.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,3.0,2.0,
2017-18,21,NOP,NBA,WCS,GSW,L (1-4),4.0,6.8,2.0,1.3,0.0,0.3,0.0,4.0,7.0,0.571,0.0,0.0,4.0,7.0,0.571,0.571,0.0,0.0,2.0,3.0,5.0,0.0,1.0,0.0,1.0,6.0,8.0,
1 Yr (2 Series),1 Yr (2 Series),1 Yr (2 Series),1 Yr (2 Series),1 Yr (2 Series),1 Yr (2 Series),1-1,7.0,6.9,1.4,1.3,0.0,0.1,0.1,5.0,12.0,0.417,0.0,0.0,5.0,12.0,0.417,0.417,0.0,0.0,4.0,5.0,9.0,0.0,1.0,1.0,1.0,9.0,10.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),1-0,3.0,7.0,0.7,1.3,0.0,0.0,0.3,1.0,5.0,0.2,0.0,0.0,1.0,5.0,0.2,0.2,0.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,3.0,2.0,
WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),0-1,4.0,6.8,2.0,1.3,0.0,0.3,0.0,4.0,7.0,0.571,0.0,0.0,4.0,7.0,0.571,0.571,0.0,0.0,2.0,3.0,5.0,0.0,1.0,0.0,1.0,6.0,8.0,
