Season,Team,Lg,Salary
2000-01,Milwaukee Bucks,NBA,"$1,619,880"
2001-02,Milwaukee Bucks,NBA,"$1,741,440"
2002-03,Milwaukee Bucks,NBA,"$1,862,880"
2003-04,Milwaukee Bucks,NBA,"$2,373,309"
2004-05,Portland Trail Blazers,NBA,"$1,500,000"
2005-06,Portland Trail Blazers,NBA,"$1,560,000"
2006-07,Portland Trail Blazers,NBA,"$5,215,000"
2007-08,Portland Trail Blazers,NBA,"$5,762,575"
2008-09,Portland Trail Blazers,NBA,"$6,310,150"
2009-10,Portland Trail Blazers,NBA,"$6,857,725"
2010-11,Charlotte Bobcats,NBA,"$7,405,300"
2011-12,Portland Trail Blazers,NBA,"$1,145,027"
2012-13,Milwaukee Bucks,NBA,"$1,352,181"
Career,(may be incomplete),,"$44,705,467"
