"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2018-19,21.0,PHO,NBA,33:08,8.0,13.0,3.0,6.0,5.0,9.0,5.0,6.0,2.0,6.0,7.0,11.0,5.0,1.0,4.0,6.0,19.0,16.0
2019-20,22.0,PHO,NBA,29:53,6.0,11.0,3.0,5.0,5.0,7.0,6.0,7.0,2.0,6.0,7.0,8.0,3.0,2.0,4.0,4.0,17.0,14.7
Career,,,,33:08,8.0,13.0,3.0,6.0,5.0,9.0,6.0,7.0,2.0,6.0,7.0,11.0,5.0,2.0,4.0,6.0,19.0,16.0
,,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,PHO,NBA,33:08,8.0,13.0,3.0,6.0,5.0,9.0,6.0,7.0,2.0,6.0,7.0,11.0,5.0,2.0,4.0,6.0,19.0,16.0
