Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2023-24,20,ORL,NBA,SF,2,0,10,10.1,15.2,0.667,5.1,5.1,1.0,5.1,10.1,0.5,0.833,0.0,0.0,0.0,5.1,5.1,5.1,0.0,0.0,10.1,5.1,25.4,93,108,
2024-25,21,ORL,NBA,SF,1,0,4,26.4,26.4,1.0,26.4,26.4,1.0,0.0,0.0,,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,79.2,300,125,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,3,0,14,14.7,18.3,0.8,11.0,11.0,1.0,3.7,7.3,0.5,1.1,0.0,0.0,0.0,3.7,3.7,3.7,0.0,0.0,7.3,7.3,40.3,113,113,
