"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2024-25,20,2TM,NBA,SG,29.0,11.0,639.0,0.385,12.0,0.577,0.291,0.258,0.028,0.0,0.423,0.472,0.565,0.418,0.0,0.267,0.534,0.667,0.099,15.0,0.122,0.364,2.0,0.0,
2024-25,20,MIL,NBA,SG,7.0,0.0,44.0,0.421,9.7,0.737,0.421,0.316,0.0,0.0,0.263,0.357,0.5,0.167,,0.6,0.6,0.667,0.053,0.0,0.2,1.0,0.0,0.0,
2024-25,20,WAS,NBA,SG,22.0,11.0,595.0,0.381,14.3,0.562,0.278,0.253,0.031,0.0,0.438,0.486,0.574,0.449,0.0,0.247,0.528,0.667,0.103,15.0,0.118,0.3,2.0,0.0,
2025-26,21,WAS,NBA,SG,9.0,0.0,43.0,0.167,9.3,0.75,0.25,0.5,0.0,0.0,0.25,0.222,0.333,0.167,,0.0,1.0,,0.083,1.0,0.333,0.0,0.0,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,38.0,11.0,682.0,0.373,11.1,0.587,0.289,0.271,0.027,0.0,0.413,0.455,0.554,0.393,0.0,0.258,0.55,0.667,0.098,16.0,0.129,0.333,2.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,24.0,1472.0,0.373,11.1,0.587,0.289,0.271,0.027,0.0,0.413,0.455,0.554,0.393,0.0,0.258,0.55,0.667,0.098,35.0,0.129,0.333,4.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),,31.0,11.0,638.0,0.369,11.8,0.573,0.277,0.267,0.029,0.0,0.427,0.466,0.561,0.418,0.0,0.239,0.545,0.667,0.102,16.0,0.125,0.273,2.0,0.0,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,7.0,0.0,44.0,0.421,9.7,0.737,0.421,0.316,0.0,0.0,0.263,0.357,0.5,0.167,,0.6,0.6,0.667,0.053,0.0,0.2,1.0,0.0,0.0,
