"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2000-01,19.0,XAVIER,26,182,23,62,10,31,10,22,12,29,6,8,0,13,20,66,0.371,0.323,0.455,7.0,2.5,1.1,0.2
2001-02,20.0,XAVIER,30,765,77,194,21,74,65,93,50,108,37,23,7,41,64,240,0.397,0.284,0.699,25.5,8.0,3.6,1.2
2002-03,21.0,XAVIER,10,152,18,53,7,29,8,14,11,23,4,7,0,4,13,51,0.34,0.241,0.571,15.2,5.1,2.3,0.4
Career,,,66,1099,118,309,38,134,83,129,73,160,47,38,7,58,97,357,0.382,0.284,0.643,16.7,5.4,2.4,0.7
