"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2016-17,21.0,PHI,NBA,42:50,8.0,15.0,4.0,11.0,6.0,8.0,6.0,6.0,2.0,7.0,9.0,4.0,4.0,1.0,5.0,6.0,24.0,20.2
2017-18,22.0,PHI,NBA,33:36,6.0,12.0,6.0,8.0,4.0,7.0,7.0,7.0,2.0,4.0,5.0,5.0,1.0,1.0,3.0,5.0,20.0,13.6
2018-19,23.0,TOT,NBA,32:27,6.0,13.0,4.0,9.0,4.0,9.0,3.0,4.0,2.0,8.0,10.0,4.0,2.0,2.0,3.0,5.0,18.0,14.0
2018-19,23.0,OKC,NBA,25:05,5.0,9.0,2.0,5.0,4.0,5.0,3.0,3.0,2.0,4.0,5.0,2.0,1.0,1.0,2.0,4.0,12.0,10.9
2018-19,23.0,CHI,NBA,32:27,6.0,13.0,4.0,9.0,4.0,9.0,3.0,4.0,2.0,8.0,10.0,4.0,2.0,2.0,3.0,5.0,18.0,14.0
2019-20,24.0,BRK,NBA,31:58,8.0,13.0,5.0,9.0,4.0,6.0,6.0,6.0,5.0,7.0,8.0,4.0,2.0,1.0,3.0,6.0,26.0,20.0
2020-21,25.0,BRK,NBA,39:53,7.0,17.0,5.0,13.0,4.0,8.0,4.0,4.0,2.0,6.0,6.0,4.0,3.0,1.0,4.0,6.0,21.0,13.8
2021-22,26.0,ATL,NBA,38:43,8.0,18.0,7.0,14.0,3.0,5.0,5.0,6.0,3.0,5.0,5.0,3.0,2.0,2.0,2.0,5.0,23.0,15.4
Career,,,,42:50,8.0,18.0,7.0,14.0,6.0,9.0,7.0,7.0,5.0,8.0,10.0,5.0,4.0,2.0,5.0,6.0,26.0,20.2
,,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,PHI,NBA,42:50,8.0,15.0,6.0,11.0,6.0,8.0,7.0,7.0,2.0,7.0,9.0,5.0,4.0,1.0,5.0,6.0,24.0,20.2
2 Seasons,,BRK,NBA,39:53,8.0,17.0,5.0,13.0,4.0,8.0,6.0,6.0,5.0,7.0,8.0,4.0,3.0,1.0,4.0,6.0,26.0,20.0
1 Season,,ATL,NBA,38:43,8.0,18.0,7.0,14.0,3.0,5.0,5.0,6.0,3.0,5.0,5.0,3.0,2.0,2.0,2.0,5.0,23.0,15.4
1 Season,,CHI,NBA,32:27,6.0,13.0,4.0,9.0,4.0,9.0,3.0,4.0,2.0,8.0,10.0,4.0,2.0,2.0,3.0,5.0,18.0,14.0
1 Season,,OKC,NBA,25:05,5.0,9.0,2.0,5.0,4.0,5.0,3.0,3.0,2.0,4.0,5.0,2.0,1.0,1.0,2.0,4.0,12.0,10.9
