"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2003-04,23,NYK,NBA,SF,3.0,0.0,17.0,0.0,20.9,0.4,0.0,0.0,0.2,0.2,0.6,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,
2004-05,24,DEN,NBA,SG,4.0,2.0,78.0,0.55,13.4,0.45,0.45,0.0,0.0,0.0,0.55,0.778,0.778,,,0.364,0.286,1.0,0.25,4.0,0.727,0.5,0.0,0.0,
2005-06,25,DEN,NBA,SG,3.0,0.0,34.0,0.231,19.1,0.231,0.231,0.0,0.0,0.0,0.769,0.667,0.667,,,0.1,0.5,1.0,0.077,1.0,0.4,0.0,0.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,10.0,2.0,129.0,0.368,17.8,0.368,0.316,0.0,0.026,0.026,0.632,0.643,0.75,0.0,0.0,0.208,0.333,1.0,0.158,5.0,0.5,0.333,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,16.0,1058.0,0.368,17.8,0.368,0.316,0.0,0.026,0.026,0.632,0.643,0.75,0.0,0.0,0.208,0.333,1.0,0.158,41.0,0.5,0.333,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),,7.0,2.0,112.0,0.424,16.3,0.364,0.364,0.0,0.0,0.0,0.636,0.75,0.75,,,0.238,0.333,1.0,0.182,5.0,0.571,0.333,0.0,0.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,3.0,0.0,17.0,0.0,20.9,0.4,0.0,0.0,0.2,0.2,0.6,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,
