"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2002-03,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2003-04,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2004-05,21,NJN,NBA,PF,75,57,1965,.493,5.9,.996,.472,.261,.153,.111,.004,.495,.584,.436,.437,.333,.000,.683,,.081,40,.000,,0,0,
2005-06,22,NJN,NBA,PF,80,80,2469,.507,8.3,.995,.369,.226,.157,.244,.005,.509,.566,.457,.413,.530,.250,.776,1.000,.064,51,.000,,2,0,
2006-07,23,NJN,NBA,C,26,26,848,.526,8.7,.997,.344,.251,.099,.303,.003,.528,.640,.494,.469,.449,.000,.741,,.025,7,.000,,0,0,
2007-08,24,NJN,NBA,C,45,38,812,.410,12.5,.993,.200,.160,.130,.503,.007,.413,.567,.250,.308,.430,.000,.813,,.020,6,.000,,0,0,
2008-09,25,OKC,NBA,C,46,29,1141,.469,11.9,1.000,.278,.088,.130,.504,.000,.469,.602,.417,.472,.405,,.785,,.042,13,,,0,0,
2009-10,26,OKC,NBA,C,76,76,1741,.502,11.4,.991,.300,.098,.125,.468,.009,.505,.649,.455,.386,.454,.200,.821,1.000,.057,29,.600,.333,0,0,
2010-11,27,2TM,NBA,C,71,67,1571,.511,8.6,1.000,.369,.170,.097,.363,.000,.511,.671,.338,.500,.433,,.749,,.077,34,,,0,0,
2010-11,27,OKC,NBA,C,47,47,1018,.498,11.2,1.000,.285,.151,.115,.449,.000,.498,.701,.283,.514,.438,,.737,,.056,17,,,0,0,
2010-11,27,BOS,NBA,C,24,20,553,.537,6.0,1.000,.544,.211,.061,.184,.000,.537,.638,.419,.444,.407,,.772,,.122,17,,,0,0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,419,373,10547,.494,9.5,.996,.347,.185,.133,.332,.004,.495,.606,.425,.423,.446,.143,.765,1.000,.057,180,.214,.333,2,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,73,2064,.494,9.5,.996,.347,.185,.133,.332,.004,.495,.606,.425,.423,.446,.143,.765,1.000,.057,35,.214,.333,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJN (4 Yrs),NJN (4 Yrs),NJN (4 Yrs),NJN (4 Yrs),,226,201,6094,.492,8.8,.996,.369,.230,.143,.254,.004,.494,.583,.436,.412,.463,.111,.749,1.000,.056,104,.000,,2,0,
OKC (3 Yrs),OKC (3 Yrs),OKC (3 Yrs),OKC (3 Yrs),,169,152,3900,.491,11.5,.996,.289,.108,.124,.475,.004,.492,.647,.387,.443,.434,.200,.790,1.000,.052,59,.600,.333,0,0,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,24,20,553,.537,6.0,1.000,.544,.211,.061,.184,.000,.537,.638,.419,.444,.407,,.772,,.122,17,,,0,0,
