"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2004-05,23,CLE,NBA,SF,10.0,0.0,43.0,0.0,0.0,85.0,15.0,0.0,-22.6,-23.7,0.0,1.0,4.0,0.0,3.0,,6.0,1.0,0.0,
2005-06,24,CLE,NBA,SF,36.0,0.0,315.0,0.0,35.0,64.0,1.0,0.0,-5.1,-8.4,16.0,7.0,18.0,4.0,11.0,2.0,55.0,2.0,4.0,
2006-07,25,2TM,NBA,SF,13.0,2.0,138.0,0.0,29.0,63.0,8.0,0.0,-9.9,-11.3,4.0,0.0,8.0,1.0,4.0,0.0,28.0,1.0,3.0,
2006-07,25,LAC,NBA,SF,3.0,0.0,16.0,0.0,0.0,43.0,57.0,0.0,-19.1,-18.6,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,
2006-07,25,TOR,NBA,SF,10.0,2.0,122.0,0.0,33.0,65.0,2.0,0.0,-8.8,-10.3,3.0,0.0,8.0,1.0,4.0,0.0,20.0,1.0,3.0,
2007-08,26,MIA,NBA,SF,14.0,1.0,228.0,0.0,5.0,76.0,19.0,0.0,-4.3,5.5,2.0,3.0,8.0,1.0,11.0,4.0,39.0,1.0,8.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,73.0,3.0,724.0,0.0,22.0,69.0,9.0,0.0,-6.8,-5.5,22.0,11.0,38.0,6.0,29.0,6.0,128.0,5.0,15.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,3.0,813.0,0.0,22.0,69.0,9.0,0.0,-6.8,-5.5,25.0,12.0,43.0,7.0,33.0,,144.0,6.0,17.0,
,,,,,,,,,,,,,,,,,,,,,,,,
CLE (2 Yrs),CLE (2 Yrs),CLE (2 Yrs),CLE (2 Yrs),,46.0,0.0,358.0,0.0,31.0,67.0,3.0,0.0,-7.2,-10.2,16.0,8.0,22.0,4.0,14.0,2.0,61.0,3.0,4.0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,14.0,1.0,228.0,0.0,5.0,76.0,19.0,0.0,-4.3,5.5,2.0,3.0,8.0,1.0,11.0,4.0,39.0,1.0,8.0,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,10.0,2.0,122.0,0.0,33.0,65.0,2.0,0.0,-8.8,-10.3,3.0,0.0,8.0,1.0,4.0,0.0,20.0,1.0,3.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,3.0,0.0,16.0,0.0,0.0,43.0,57.0,0.0,-19.1,-18.6,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,
