Season,Age,Team,Lg,Pos,G,GS,MP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2019-20,25,MIL,NBA,PG,2,0,2,16.4,0.0,0.0,0.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.237,4.4,0.0,4.4,0.0,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,2,16.4,0.0,0.0,0.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.237,4.4,0.0,4.4,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,82,16.4,0.0,0.0,0.0,60.5,0.0,0.0,0.0,0.4,0.0,0.4,0.237,4.4,0.0,4.4,0.1,
