Highlight,Unnamed: 1,In Stathead
"Career high, Points",35.0,View full stats from top 20 games
"Career high, Rebounds",21.0,View full stats from top 20 games
"Career high, Assists",11.0,View full stats from top 20 games
"Career high, Steals",7.0,View full stats from top 20 games
"Career high, Blocks",7.0,View full stats from top 20 games
"Career high, Game Score",33.1,View full stats from top 20 games
Triple-Doubles,1.0,View all
