"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2017-18,21,PHI,NBA,PG,10.0,10.0,369.0,0.488,0.492,0.0,0.488,0.707,0.541,0.464,0.008,106.0,96.0,0.0,94.0,92.0,97.0,184.0,2.0,
2018-19,22,PHI,NBA,PG,12.0,12.0,421.0,0.621,0.621,,0.621,0.575,0.625,0.345,0.0,135.0,119.0,,118.0,75.0,112.0,133.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2020-21,24,PHI,NBA,PG,12.0,12.0,402.0,0.621,0.628,0.0,0.621,0.342,0.562,0.768,0.011,133.0,118.0,0.0,115.0,44.0,98.0,311.0,3.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,28,LAC,NBA,PG,5.0,0.0,42.0,0.333,0.333,,0.333,,0.333,0.0,0.0,71.0,61.0,,61.0,,58.0,0.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,39.0,34.0,1234.0,0.567,0.571,0.0,0.567,0.52,0.572,0.5,0.006,122.0,110.0,0.0,108.0,68.0,102.0,199.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,,
PHI (3 Yrs),PHI (3 Yrs),PHI (3 Yrs),PHI (3 Yrs),,34.0,34.0,1192.0,0.571,0.575,0.0,0.571,0.52,0.575,0.509,0.006,124.0,111.0,0.0,108.0,68.0,102.0,203.0,2.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,5.0,0.0,42.0,0.333,0.333,,0.333,,0.333,0.0,0.0,71.0,61.0,,61.0,,58.0,0.0,0.0,
