"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2016-17,22,TOR,NBA,PF,2.0,0.0,10.0,0.0,5.3,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,
2017-18,23,TOR,NBA,PF,10.0,0.0,179.0,0.61,5.7,0.902,0.585,0.171,0.098,0.049,0.098,0.595,0.708,0.429,0.25,0.5,0.75,0.591,1.0,0.22,7.0,1.0,0.75,0.0,0.0,
2018-19,24,TOR,NBA,PF,24.0,24.0,891.0,0.47,10.7,0.728,0.313,0.279,0.084,0.052,0.272,0.541,0.7,0.421,0.375,0.5,0.279,0.543,0.966,0.065,22.0,0.644,0.284,0.0,0.0,
2019-20,25,TOR,NBA,PF,11.0,11.0,418.0,0.396,12.9,0.709,0.198,0.291,0.143,0.077,0.291,0.481,0.694,0.434,0.308,0.429,0.189,0.468,0.9,0.027,5.0,0.226,0.417,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,27,TOR,NBA,PF,6.0,6.0,260.0,0.477,12.9,0.841,0.14,0.327,0.131,0.243,0.159,0.522,0.8,0.514,0.5,0.385,0.235,0.234,1.0,0.019,2.0,0.059,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24,29,IND,NBA,PF,17.0,17.0,603.0,0.541,10.9,0.838,0.252,0.272,0.172,0.141,0.162,0.588,0.685,0.532,0.64,0.463,0.298,0.566,1.0,0.038,11.0,0.319,0.467,1.0,0.0,
2024-25,30,IND,NBA,PF,23.0,23.0,771.0,0.513,12.5,0.76,0.226,0.229,0.185,0.12,0.24,0.541,0.766,0.5,0.492,0.268,0.427,0.679,1.0,0.05,14.0,0.244,0.45,0.0,0.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,93.0,81.0,3132.0,0.49,10.1,0.772,0.257,0.267,0.14,0.107,0.228,0.544,0.714,0.472,0.481,0.396,0.309,0.55,0.979,0.051,61.0,0.388,0.361,1.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,71.0,2762.0,0.49,10.1,0.772,0.257,0.267,0.14,0.107,0.228,0.544,0.714,0.472,0.481,0.396,0.309,0.55,0.979,0.051,54.0,0.388,0.361,1.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR (5 Yrs),TOR (5 Yrs),TOR (5 Yrs),TOR (5 Yrs),,53.0,41.0,1758.0,0.459,9.5,0.751,0.274,0.284,0.106,0.087,0.249,0.525,0.704,0.438,0.368,0.435,0.258,0.479,0.957,0.057,36.0,0.472,0.321,0.0,0.0,
IND (2 Yrs),IND (2 Yrs),IND (2 Yrs),IND (2 Yrs),,40.0,40.0,1374.0,0.526,11.7,0.796,0.238,0.249,0.179,0.13,0.204,0.564,0.727,0.516,0.558,0.366,0.38,0.622,1.0,0.044,25.0,0.271,0.457,1.0,0.0,
