Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2023-24,20,NOP,NBA,PG,3,0,17,2,6,0.333,0,2,0.0,2,4,0.5,0.333,0,0,0,2,2,0,2,0,1,0,4,0,
1 Yr,1 Yr,1 Yr,1 Yr,,3,0,17,2,6,0.333,0,2,0.0,2,4,0.5,0.333,0,0,0,2,2,0,2,0,1,0,4,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,465,55,164,0.333,0,55,0.0,55,109,0.5,0.333,0,0,0,55,55,0,55,0,27,0,109,0,
