Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2023-24,20,NOP,NBA,PG,3,0,17,6.0,18.0,0.333,0.0,6.0,0.0,6.0,12.0,0.5,0.333,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,3.0,0.0,12.0,59,104,
1 Yr,1 Yr,1 Yr,1 Yr,,3,0,17,6.0,18.0,0.333,0.0,6.0,0.0,6.0,12.0,0.5,0.333,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,3.0,0.0,12.0,59,104,
