Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2016-17,31,TOR,NBA,SF,10.0,1.0,251.0,7.6,0.476,0.571,0.163,7.3,20.1,13.7,6.6,1.2,1.1,13.2,11.3,0.0,0.3,0.2,0.045,-2.6,0.4,-2.2,0.0,
2017-18,32,HOU,NBA,PF,17.0,17.0,569.0,11.8,0.651,0.694,0.167,4.4,17.4,10.8,5.7,1.0,2.0,10.8,10.2,0.9,0.6,1.5,0.125,0.7,1.7,2.4,0.6,
2018-19,33,HOU,NBA,PF,11.0,11.0,426.0,14.2,0.637,0.648,0.261,5.2,16.2,10.8,6.6,2.2,1.7,7.5,11.1,1.0,0.5,1.4,0.161,1.8,2.7,4.5,0.7,
2019-20,34,HOU,NBA,PF,12.0,12.0,414.0,8.6,0.54,0.761,0.0,5.9,17.9,11.6,6.3,1.5,0.7,12.0,10.8,0.2,0.6,0.7,0.086,-1.8,0.7,-1.2,0.1,
2020-21,35,MIL,NBA,PF,23.0,19.0,681.0,6.8,0.491,0.602,0.041,7.4,10.1,8.7,4.5,1.6,0.4,9.1,6.9,0.4,1.0,1.4,0.101,-3.4,1.7,-1.7,0.0,
2021-22,36,MIA,NBA,PF,18.0,18.0,509.0,12.9,0.612,0.468,0.147,7.8,16.1,11.8,9.2,1.4,1.1,10.1,11.3,0.9,0.7,1.6,0.149,0.4,1.8,2.2,0.5,
2022-23,37,PHI,NBA,PF,11.0,11.0,294.0,9.5,0.516,0.784,0.059,7.0,13.0,9.9,7.8,2.3,1.1,8.7,9.0,0.2,0.3,0.6,0.092,-1.1,2.1,1.0,0.2,
2023-24,38,LAC,NBA,PF,2.0,1.0,31.0,8.3,0.917,0.667,0.0,11.2,0.0,5.5,0.0,0.0,0.0,33.3,13.2,0.0,0.0,0.0,0.019,-1.9,-1.7,-3.6,0.0,
2024-25,39,NYK,NBA,SF,1.0,0.0,4.0,-3.9,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.002,-8.6,2.2,-6.4,0.0,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,105.0,90.0,3179.0,10.2,0.577,0.638,0.121,6.4,15.1,10.7,6.4,1.6,1.1,10.4,9.9,3.6,3.9,7.5,0.113,-0.9,1.6,0.8,2.2,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,70.0,2483.0,10.2,0.577,0.638,0.121,6.4,15.1,10.7,6.4,1.6,1.1,10.4,9.9,2.8,3.1,5.8,0.113,-0.9,1.6,0.8,1.7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOU (3 Yrs),HOU (3 Yrs),HOU (3 Yrs),HOU (3 Yrs),,40.0,40.0,1409.0,11.6,0.614,0.701,0.144,5.1,17.1,11.0,6.1,1.5,1.5,10.1,10.7,2.1,1.6,3.7,0.124,0.3,1.7,2.0,1.4,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,23.0,19.0,681.0,6.8,0.491,0.602,0.041,7.4,10.1,8.7,4.5,1.6,0.4,9.1,6.9,0.4,1.0,1.4,0.101,-3.4,1.7,-1.7,0.0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,18.0,18.0,509.0,12.9,0.612,0.468,0.147,7.8,16.1,11.8,9.2,1.4,1.1,10.1,11.3,0.9,0.7,1.6,0.149,0.4,1.8,2.2,0.5,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,11.0,11.0,294.0,9.5,0.516,0.784,0.059,7.0,13.0,9.9,7.8,2.3,1.1,8.7,9.0,0.2,0.3,0.6,0.092,-1.1,2.1,1.0,0.2,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,10.0,1.0,251.0,7.6,0.476,0.571,0.163,7.3,20.1,13.7,6.6,1.2,1.1,13.2,11.3,0.0,0.3,0.2,0.045,-2.6,0.4,-2.2,0.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,2.0,1.0,31.0,8.3,0.917,0.667,0.0,11.2,0.0,5.5,0.0,0.0,0.0,33.3,13.2,0.0,0.0,0.0,0.019,-1.9,-1.7,-3.6,0.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,1.0,0.0,4.0,-3.9,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.002,-8.6,2.2,-6.4,0.0,
