Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2004-05,27,MEM,NBA,PF,4.0,0.0,78.0,9.0,23.0,0.391,0.0,4.0,0.0,9.0,19.0,0.474,0.391,8.0,11.0,0.727,2.0,10.0,12.0,2.0,3.0,0.0,1.0,11.0,26.0,0.0,
2005-06,28,MEM,NBA,PF,3.0,0.0,22.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.75,0.0,0.0,,1.0,3.0,4.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,33,DAL,NBA,SF,9.0,0.0,37.0,3.0,4.0,0.75,3.0,4.0,0.75,0.0,0.0,,1.125,1.0,2.0,0.5,0.0,3.0,3.0,2.0,1.0,0.0,3.0,8.0,10.0,0.0,
2011-12,34,DAL,NBA,SF,2.0,0.0,9.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,18.0,0.0,146.0,14.0,31.0,0.452,5.0,11.0,0.455,9.0,20.0,0.45,0.532,9.0,13.0,0.692,3.0,19.0,22.0,5.0,5.0,0.0,4.0,21.0,42.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,665.0,64.0,141.0,0.452,23.0,50.0,0.455,41.0,91.0,0.45,0.532,41.0,59.0,0.692,14.0,87.0,100.0,23.0,23.0,0.0,18.0,96.0,191.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),,11.0,0.0,46.0,4.0,6.0,0.667,4.0,5.0,0.8,0.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,6.0,6.0,2.0,1.0,0.0,3.0,8.0,13.0,0.0,
MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),,7.0,0.0,100.0,10.0,25.0,0.4,1.0,6.0,0.167,9.0,19.0,0.474,0.42,8.0,11.0,0.727,3.0,13.0,16.0,3.0,4.0,0.0,1.0,13.0,29.0,0.0,
