Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2009-10,22,DET,NBA,SF,44.0,0.0,405.0,6.2,17.4,0.354,2.0,5.6,0.357,4.1,11.8,0.352,0.412,3.6,5.1,0.711,1.9,4.1,6.0,2.1,1.1,0.9,2.1,7.0,17.9,97.0,114.0,
2010-11,23,DET,NBA,SF,22.0,1.0,199.0,7.6,18.7,0.406,2.4,5.7,0.429,5.1,13.0,0.396,0.471,2.4,5.4,0.45,0.5,2.7,3.2,0.5,0.8,0.3,3.5,5.7,20.0,84.0,116.0,
2011-12,24,NOH,NBA,SF,15.0,6.0,209.0,7.3,16.9,0.431,1.3,4.2,0.313,6.0,12.7,0.469,0.469,1.8,2.3,0.778,2.1,3.9,6.0,2.6,1.8,0.0,2.1,8.1,17.7,100.0,108.0,
2012-13,25,LAC,NBA,PF,2.0,0.0,7.0,7.5,30.1,0.25,0.0,0.0,,7.5,30.1,0.25,0.25,0.0,0.0,,0.0,15.0,15.0,7.5,0.0,0.0,0.0,0.0,15.0,71.0,104.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,83.0,7.0,820.0,6.8,17.7,0.384,1.9,5.2,0.367,4.9,12.5,0.392,0.438,2.8,4.4,0.642,1.6,3.8,5.4,1.9,1.2,0.5,2.4,6.9,18.4,94.0,113.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),,66.0,1.0,604.0,6.6,17.8,0.372,2.1,5.6,0.381,4.5,12.2,0.368,0.432,3.2,5.2,0.621,1.4,3.7,5.1,1.6,1.0,0.7,2.6,6.5,18.6,92.0,115.0,
NOH (1 Yr),NOH (1 Yr),NOH (1 Yr),NOH (1 Yr),,15.0,6.0,209.0,7.3,16.9,0.431,1.3,4.2,0.313,6.0,12.7,0.469,0.469,1.8,2.3,0.778,2.1,3.9,6.0,2.6,1.8,0.0,2.1,8.1,17.7,100.0,108.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,2.0,0.0,7.0,7.5,30.1,0.25,0.0,0.0,,7.5,30.1,0.25,0.25,0.0,0.0,,0.0,15.0,15.0,7.5,0.0,0.0,0.0,0.0,15.0,71.0,104.0,
