Season,Team,Lg,Salary
2001-02,New Jersey Nets,NBA,"$1,067,400"
2002-03,New Jersey Nets,NBA,"$1,147,440"
2003-04,New Jersey Nets,NBA,"$1,227,480"
2004-05,New Jersey Nets,NBA,"$1,887,864"
2005-06,New Jersey Nets,NBA,"$5,500,000"
2006-07,New Jersey Nets,NBA,"$5,800,000"
2007-08,Memphis Grizzlies,NBA,"$6,100,000"
2008-09,Minnesota Timberwolves,NBA,"$6,200,000"
2009-10,Atlanta Hawks,NBA,"$1,181,803"
2010-11,Atlanta Hawks,NBA,"$1,352,181"
2011-12,Atlanta Hawks,NBA,"$1,352,181"
2012-13,Washington Wizards,NBA,"$1,352,181"
Career,(may be incomplete),,"$34,168,530"
