Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2021-22,25.0,SAS,NBA,PG,1,0,26:38,7,11,0.636,1,3,0.333,2,2,1.0,4,5,5,0,1,1,0,17
Career,,,NBA,,1,0,27,7,11,0.636,1,3,0.333,2,2,1.0,4,5,5,0,1,1,0,17
