Season,Team,Lg,Salary
2022-23,Charlotte Hornets,NBA,"$3,722,040"
2023-24,Charlotte Hornets,NBA,"$3,908,160"
2024-25,Charlotte Hornets,NBA,"$4,094,280"
Career,(may be incomplete),,"$11,724,480"
